key,Departure_2011,Ticket_class_description,Departure,Destination,value,Supplier_name,Directorate
2990,June,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS
2991,June,Economy,UK,UK,87.5,FLYBE BRITISH EUROPEAN,IPS
2992,June,Economy,UK,UK,107.06,FLYBE BRITISH EUROPEAN,IPS
2993,June,Economy,UK,UK,419.56,FLYBE BRITISH EUROPEAN,IPS
2994,August,Economy,UK,UK,82.69,FLYBE BRITISH EUROPEAN,IPS
2995,June,Economy,UK,UK,248.98,BRITISH AIRWAYS,IPS
2996,August,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS
2997,July,Economy,UK,UK,236.28,BRITISH AIRWAYS,IPS
2998,June,Economy,UK,UK,220.69,FLYBE BRITISH EUROPEAN,IPS
2999,July,Economy,UK,UK,201.45,FLYBE BRITISH EUROPEAN,IPS
3000,June,Business Class,UK,UK,158.5,BRITISH AIRWAYS,IPS
3001,July,Economy,UK,UK,87.5,BMI,IPS
3002,July,Economy,UK,UK,47.24,EASYJET,IPS
3003,June,Business Class,UK,UK,258.28,BRITISH AIRWAYS,IPS
3004,June,Economy,UK,UK,352.18,BMI,IPS
3005,June,Economy,UK,UK,189.26,FLYBE BRITISH EUROPEAN,IPS
3006,June,Economy,UK,UK,151.18,BMI,IPS
3007,July,Economy,UK,UK,289.28,BRITISH AIRWAYS,IPS
3008,June,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS
3009,June,Economy,UK,UK,47.31,FLYBE BRITISH EUROPEAN,IPS
3010,June,Economy,UK,UK,71.81,FLYBE BRITISH EUROPEAN,IPS
3011,June,Economy,UK,UK,122.63,FLYBE BRITISH EUROPEAN,IPS
3012,June,Economy,UK,UK,289.28,BRITISH AIRWAYS,IPS
3013,July,Economy,UK,UK,202.23,BRITISH AIRWAYS,IPS
3014,June,Economy,UK,UK,212.28,BRITISH AIRWAYS,IPS
3015,June,Economy,UK,UK,387.18,BMI,IPS
3016,July,Economy,UK,UK,119.21,FLYBE BRITISH EUROPEAN,IPS
3017,June,Business Class,UK,UK,258.28,BRITISH AIRWAYS,IPS
3018,June,Business Class,UK,UK,127.98,BRITISH AIRWAYS,IPS
3019,August,Economy,UK,UK,82.69,FLYBE BRITISH EUROPEAN,IPS
3020,June,Economy,UK,UK,78.5,BMI,IPS
3021,July,Economy,UK,UK,259.03,FLYBE BRITISH EUROPEAN,IPS
3022,June,Economy,UK,UK,110.53,EASYJET,IPS
3023,June,Business Class,UK,UK,184.3,BRITISH AIRWAYS,IPS
3024,June,Economy,UK,UK,47.31,FLYBE BRITISH EUROPEAN,IPS
3025,June,Economy,UK,UK,132.91,FLYBE BRITISH EUROPEAN,IPS
3026,June,Economy,UK,UK,100.18,BMI,IPS
3027,June,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS
3028,July,Economy,UK,UK,289.28,BRITISH AIRWAYS,IPS
3029,June,Economy,UK,UK,171.53,EASYJET,IPS
3030,June,Economy,UK,UK,190.69,FLYBE BRITISH EUROPEAN,IPS
3031,June,Economy,UK,UK,91.39,BRITISH AIRWAYS,IPS
3032,June,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS
3033,June,Economy,UK,UK,202.67,FLYBE BRITISH EUROPEAN,IPS
3034,June,Business Class,UK,UK,271.28,BRITISH AIRWAYS,IPS
3035,July,Economy,UK,UK,203.83,BRITISH AIRWAYS,IPS
3036,June,Economy,UK,UK,147.83,BRITISH AIRWAYS,IPS
3037,June,Economy,UK,UK,127.69,FLYBE BRITISH EUROPEAN,IPS
3038,June,Economy,UK,UK,387.18,BMI,IPS
3039,July,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS
3040,June,Economy,UK,UK,208.83,BRITISH AIRWAYS,IPS
3041,June,Economy,UK,UK,145.5,BMI,IPS
3042,June,Economy,UK,UK,97.49,FLYBE BRITISH EUROPEAN,IPS
3043,June,Economy,UK,UK,138.3,BRITISH AIRWAYS,IPS
3044,June,Economy,UK,UK,289.28,BRITISH AIRWAYS,IPS
3045,June,Business Class,UK,UK,271.28,BRITISH AIRWAYS,IPS
3046,June,Economy,UK,UK,186.28,BRITISH AIRWAYS,IPS
3047,June,Economy,UK,UK,146.48,FLYBE BRITISH EUROPEAN,IPS
3048,June,Economy,UK,UK,81.5,FLYBE BRITISH EUROPEAN,IPS
3049,June,Economy,UK,UK,182.48,FLYBE BRITISH EUROPEAN,IPS
3050,June,Economy,UK,UK,289.28,BRITISH AIRWAYS,IPS
3051,June,Business Class,UK,UK,258.28,BRITISH AIRWAYS,IPS
3052,June,Economy,UK,UK,126,BMI,IPS
3053,June,Economy,UK,UK,92.98,BRITISH AIRWAYS,IPS
3054,August,Economy,UK,UK,93.99,FLYBE BRITISH EUROPEAN,IPS
3055,June,Economy,UK,UK,172.48,FLYBE BRITISH EUROPEAN,IPS
3056,June,Economy,UK,UK,247.28,BRITISH AIRWAYS,IPS
3057,June,Economy,UK,UK,202.89,FLYBE BRITISH EUROPEAN,IPS
3058,August,Economy,UK,UK,82.69,FLYBE BRITISH EUROPEAN,IPS
3059,June,Economy,UK,UK,327.18,BMI,IPS
3060,June,Economy,UK,UK,127.69,FLYBE BRITISH EUROPEAN,IPS
3061,June,Economy,UK,UK,86.05,FLYBE BRITISH EUROPEAN,ISA
3062,June,Economy,UK,UK,263.7,EASTERN AIRWAYS,ISA
3063,June,Economy,UK,UK,133.05,FLYBE BRITISH EUROPEAN,ISA
3064,June,Economy,UK,UK,135.84,BRITISH AIRWAYS,Criminal & Detention Group
3065,June,Economy,UK,UK,191.29,BRITISH AIRWAYS,Strategic Director Border
3066,June,Economy,UK,UK,186.29,BRITISH AIRWAYS,HROD
3067,June,Economy,UK,UK,319.38,FLYBE BRITISH EUROPEAN,Strategic Director Border
3068,June,Economy,UK,UK,71.99,BRITISH AIRWAYS,Policy & Strategy
3069,June,Economy,UK,UK,151.63,FLYBE BRITISH EUROPEAN,Immigration Group
3070,June,Economy,UK,UK,74.34,FLYBE BRITISH EUROPEAN,Strategic Director Border
3071,June,Economy,UK,UK,61.27,FLYBE BRITISH EUROPEAN,Strategic Director Border
3072,June,Economy,UK,UK,101.06,FLYBE BRITISH EUROPEAN,Immigration Group
3073,June,Economy,UK,UK,313.4,BMI,Strategic Director Border
3074,June,Economy,UK,UK,135.84,BRITISH AIRWAYS,Immigration Group
3075,June,Economy,UK,UK,149.77,FLYBE BRITISH EUROPEAN,Strategic Director Border
3076,June,Economy,UK,UK,0.01,FLYBE BRITISH EUROPEAN,Immigration Group
3077,July,Economy,UK,UK,105.84,BRITISH AIRWAYS,Immigration Group
3078,June,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
3079,June,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
3080,June,Economy,UK,UK,135.84,BRITISH AIRWAYS,Immigration Group
3081,June,Economy,UK,UK,135.84,BRITISH AIRWAYS,Immigration Group
3082,June,Economy,UK,UK,202.29,BRITISH AIRWAYS,Strategic Director Border
3083,June,Economy,UK,UK,105.24,EASYJET,Criminal & Detention Group
3084,June,Economy,UK,UK,313.4,BMI,Strategic Director Border
3085,July,Economy,UK,UK,161.29,BRITISH AIRWAYS,HROD
3086,June,Economy,UK,UK,200.89,BRITISH AIRWAYS,Immigration Group
3087,July,Economy,UK,UK,97.63,FLYBE BRITISH EUROPEAN,Immigration Group
3088,June,Economy,UK,UK,229.29,BRITISH AIRWAYS,Strategic Director Border
3089,July,Economy,UK,UK,151.69,FLYBE BRITISH EUROPEAN,Immigration Group
3090,August,Economy,UK,UK,74.91,FLYBE BRITISH EUROPEAN,HROD
3091,June,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Immigration Group
3092,June,Economy,UK,UK,226.91,FLYBE BRITISH EUROPEAN,Strategic Director Border
3093,June,Economy,UK,UK,139.85,BRITISH AIRWAYS,Policy & Strategy
3094,June,Business Class,UK,UK,212.84,BRITISH AIRWAYS,Policy & Strategy
3095,June,Economy,UK,UK,197.28,BRITISH AIRWAYS,Immigration Group
3096,June,Economy,UK,UK,122.63,FLYBE BRITISH EUROPEAN,Immigration Group
3097,June,Business Class,UK,UK,188.77,BRITISH AIRWAYS,Immigration Group
3098,June,Economy,UK,UK,313.4,BMI,Strategic Director Border
3099,June,Economy,UK,UK,286.4,BMI,Strategic Director Border
3100,July,Economy,UK,UK,114.06,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
3101,August,Economy,UK,UK,90.84,BRITISH AIRWAYS,Resource Management Group
3102,June,Business Class,UK,UK,323.29,BRITISH AIRWAYS,Criminal & Detention Group
3103,June,Economy,UK,UK,171.84,BRITISH AIRWAYS,HROD
3104,July,Economy,UK,UK,101.06,FLYBE BRITISH EUROPEAN,Strategic Director Border
3105,July,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Immigration Group
3106,June,Economy,UK,UK,60,BRITISH AIRWAYS,HROD
3107,July,Economy,UK,UK,109.5,BMI,Criminal & Detention Group
3108,July,Economy,UK,UK,109.5,BMI,Criminal & Detention Group
3109,July,Economy,UK,UK,274.83,BRITISH AIRWAYS,Immigration Group
3110,June,Economy,UK,UK,127.63,FLYBE BRITISH EUROPEAN,Immigration Group
3111,June,Economy,UK,UK,171.84,BRITISH AIRWAYS,Immigration Group
3112,July,Economy,UK,UK,105.84,BRITISH AIRWAYS,HROD
3113,July,Economy,UK,UK,98.05,FLYBE BRITISH EUROPEAN,Strategic Director Border
3114,June,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
3115,June,Economy,UK,UK,177.68,BMI,Strategic Director Border
3116,June,Economy,UK,UK,194.29,BRITISH AIRWAYS,HROD
3117,July,Economy,UK,UK,97.63,FLYBE BRITISH EUROPEAN,Immigration Group
3118,June,Economy,UK,UK,6,BRITISH AIRWAYS,Criminal & Detention Group
3119,June,Economy,UK,UK,208.77,BRITISH AIRWAYS,Criminal & Detention Group
3120,June,Business Class,UK,UK,256.83,BRITISH AIRWAYS,Immigration Group
3121,July,Economy,UK,UK,87.91,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
3122,June,Economy,UK,UK,135.84,BRITISH AIRWAYS,Immigration Group
3123,June,Economy,UK,UK,260.54,FLYBE BRITISH EUROPEAN,Resource Management Group
3124,June,Economy,UK,UK,89,BMI,Strategic Director Border
3125,June,Business Class,UK,UK,277.23,BRITISH AIRWAYS,Immigration Group
3126,June,Economy,UK,UK,98.5,FLYBE BRITISH EUROPEAN,Strategic Director Border
3127,June,Economy,UK,UK,131.91,FLYBE BRITISH EUROPEAN,Strategic Director Border
3128,June,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
3129,July,Economy,UK,UK,225.26,FLYBE BRITISH EUROPEAN,Immigration Group
3130,June,Economy,UK,UK,88.19,FLYBE BRITISH EUROPEAN,Immigration Group
3131,June,Economy,UK,UK,129,BRITISH AIRWAYS,HROD
3132,June,Economy,UK,UK,139.06,FLYBE BRITISH EUROPEAN,Resource Management Group
3133,June,Economy,UK,UK,49.5,FLYBE BRITISH EUROPEAN,Immigration Group
3134,June,Economy,UK,UK,99.06,FLYBE BRITISH EUROPEAN,Strategic Director Border
3135,June,Economy,UK,UK,135.84,BRITISH AIRWAYS,Criminal & Detention Group
3136,June,Economy,UK,UK,216.04,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
3137,June,Economy,UK,UK,99.79,FLYBE BRITISH EUROPEAN,Immigration Group
3138,June,Economy,UK,UK,139.06,FLYBE BRITISH EUROPEAN,Resource Management Group
3139,June,Economy,UK,UK,15,FLYBE BRITISH EUROPEAN,Strategic Director Border
3140,June,Economy,UK,UK,135.7,FLYBE BRITISH EUROPEAN,Policy & Strategy
3141,July,Economy,UK,UK,76.91,BMI,Criminal & Detention Group
3142,June,Business Class,UK,UK,115,BRITISH AIRWAYS,Immigration Group
3143,June,Economy,UK,UK,212.28,BRITISH AIRWAYS,Immigration Group
3144,June,Economy,UK,UK,60,BRITISH AIRWAYS,Criminal & Detention Group
3145,August,Economy,UK,UK,65,FLYBE BRITISH EUROPEAN,HROD
3146,June,Economy,UK,UK,217.48,FLYBE BRITISH EUROPEAN,Strategic Director Border
3147,June,Economy,UK,UK,92.99,BRITISH AIRWAYS,HROD
3148,June,Economy,UK,UK,225.69,FLYBE BRITISH EUROPEAN,Immigration Group
3149,June,Economy,UK,UK,169.49,BMI BABY,Criminal & Detention Group
3150,June,Economy,UK,UK,32.5,FLYBE BRITISH EUROPEAN,Strategic Director Border
3151,June,Economy,UK,UK,386.1,BMI,Immigration Group
3152,June,Economy,UK,UK,164.04,FLYBE BRITISH EUROPEAN,Immigration Group
3153,July,Economy,UK,UK,60,BRITISH AIRWAYS,Immigration Group
3154,June,Business Class,UK,UK,242.84,BRITISH AIRWAYS,Criminal & Detention Group
3155,June,Economy,UK,UK,171.84,BRITISH AIRWAYS,Criminal & Detention Group
3156,June,Economy,UK,UK,289.28,BRITISH AIRWAYS,Immigration Group
3157,June,Economy,UK,UK,246.4,BMI,Strategic Director Border
3158,June,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
3159,June,Economy,UK,UK,319.9,BMI,Strategic Director Border
3160,June,Economy,UK,UK,433.29,BRITISH AIRWAYS,HROD
3161,June,Business Class,UK,UK,186.84,BRITISH AIRWAYS,Criminal & Detention Group
3162,June,Economy,UK,UK,171.84,BRITISH AIRWAYS,Immigration Group
3163,June,Economy,UK,UK,168.8,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
3164,June,Economy,UK,UK,216.29,BRITISH AIRWAYS,Strategic Director Border
3165,June,Economy,UK,UK,161.69,FLYBE BRITISH EUROPEAN,Immigration Group
3166,August,Economy,UK,UK,97.63,FLYBE BRITISH EUROPEAN,Immigration Group
3167,June,Economy,UK,UK,137.83,BRITISH AIRWAYS,Resource Management Group
3168,July,Economy,UK,UK,87.91,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
3169,July,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
3170,July,Economy,UK,UK,175.04,FLYBE BRITISH EUROPEAN,Strategic Director Border
3171,June,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Immigration Group
3172,June,Economy,UK,UK,276.28,BRITISH AIRWAYS,Immigration Group
3173,July,Economy,UK,UK,60,BRITISH AIRWAYS,Immigration Group
3174,June,Economy,UK,UK,141.5,FLYBE BRITISH EUROPEAN,Strategic Director Border
3175,June,Economy,UK,UK,202.29,BRITISH AIRWAYS,Policy & Strategy
3176,June,Economy,UK,UK,138.04,FLYBE BRITISH EUROPEAN,Immigration Group
3177,July,Economy,UK,UK,97.63,FLYBE BRITISH EUROPEAN,Immigration Group
3178,July,Economy,UK,UK,127.69,FLYBE BRITISH EUROPEAN,Immigration Group
3179,June,Economy,UK,UK,169.05,AIR FRANCE,HROD
3180,June,Economy,UK,UK,427.2,EASTERN AIRWAYS,Strategic Director Border
3181,June,Economy,UK,UK,137.83,BRITISH AIRWAYS,Resource Management Group
3182,June,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
3183,June,Economy,UK,UK,216.29,BRITISH AIRWAYS,Strategic Director Border
3184,June,Economy,UK,UK,92.92,BRITISH AIRWAYS,Criminal & Detention Group
3185,June,Economy,UK,UK,204.29,BRITISH AIRWAYS,Immigration Group
3186,July,Economy,UK,UK,109.5,BMI,Strategic Director Border
3187,June,Economy,UK,UK,148.3,BRITISH AIRWAYS,Criminal & Detention Group
3188,June,Economy,UK,UK,66.99,BRITISH AIRWAYS,Immigration Group
3189,June,Economy,UK,UK,32.5,FLYBE BRITISH EUROPEAN,Strategic Director Border
3190,July,Economy,UK,UK,101.06,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
3191,June,Economy,UK,UK,85.06,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
3192,June,Business Class,UK,UK,242.84,BRITISH AIRWAYS,Criminal & Detention Group
3193,June,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
3194,June,Economy,UK,UK,36.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
3195,June,Economy,UK,UK,191.29,BRITISH AIRWAYS,Strategic Director Border
3196,July,Economy,UK,UK,87.84,BRITISH AIRWAYS,Criminal & Detention Group
3197,July,Economy,UK,UK,74.84,BRITISH AIRWAYS,Immigration Group
3198,June,Economy,UK,UK,34,FLYBE BRITISH EUROPEAN,Strategic Director Border
3199,July,Economy,UK,UK,55.24,EASYJET,Immigration Group
3200,June,Economy,UK,UK,120.3,BRITISH AIRWAYS,Criminal & Detention Group
3201,June,Economy,UK,UK,289.28,BRITISH AIRWAYS,HROD
3202,June,Economy,UK,UK,60,BRITISH AIRWAYS,Immigration Group
3203,July,Economy,UK,UK,45.41,FLYBE BRITISH EUROPEAN,Immigration Group
3204,July,Economy,UK,UK,102.77,BRITISH AIRWAYS,Criminal & Detention Group
3205,June,Economy,UK,UK,169.77,FLYBE BRITISH EUROPEAN,Strategic Director Border
3206,June,Business Class,UK,UK,193.83,BRITISH AIRWAYS,Immigration Group
3207,July,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Immigration Group
3208,July,Economy,UK,UK,116.91,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
3209,June,Business Class,UK,UK,122.99,BRITISH AIRWAYS,Criminal & Detention Group
3210,July,Economy,UK,UK,127.69,FLYBE BRITISH EUROPEAN,Immigration Group
3211,June,Economy,UK,UK,171.84,BRITISH AIRWAYS,HROD
3212,July,Economy,UK,UK,112.63,FLYBE BRITISH EUROPEAN,Immigration Group
3213,June,Economy,UK,UK,252.23,BRITISH AIRWAYS,Strategic Director Border
3214,June,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Immigration Group
3215,June,Economy,UK,UK,203.83,BRITISH AIRWAYS,Criminal & Detention Group
3216,July,Economy,UK,UK,56.98,BRITISH AIRWAYS,Strategic Director Border
3217,July,Economy,UK,UK,113.18,BMI,Strategic Director Border
3218,June,Economy,UK,UK,92.99,BRITISH AIRWAYS,HROD
3219,June,Economy,UK,UK,92.99,BRITISH AIRWAYS,Criminal & Detention Group
3220,June,Business Class,UK,UK,256.83,BRITISH AIRWAYS,Immigration Group
3221,June,Business Class,UK,UK,186.84,BRITISH AIRWAYS,Criminal & Detention Group
3222,June,Economy,UK,UK,158.81,AER LINGUS,Strategic Director Border
3223,July,Economy,UK,UK,118.29,BRITISH AIRWAYS,Strategic Director Border
3224,June,Economy,UK,UK,147.63,FLYBE BRITISH EUROPEAN,Immigration Group
3225,July,Economy,UK,UK,101.06,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
3226,July,Economy,UK,UK,122.69,FLYBE BRITISH EUROPEAN,Immigration Group
3227,June,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Immigration Group
3228,September,Economy,UK,UK,0,BRITISH AIRWAYS,Strategic Director Border
3229,June,Economy,UK,UK,0,FLYBE BRITISH EUROPEAN,Crime & Policing Group
3230,July,Business Class,UK,UK,0,BRITISH AIRWAYS,Immigration Group
3231,August,Economy,UK,UK,0,FLYBE BRITISH EUROPEAN,HROD
3232,July,Business Class,UK,UK,0,BRITISH AIRWAYS,Immigration Group
3233,July,Economy,UK,UK,172.48,FLYBE BRITISH EUROPEAN,IPS
3234,July,Economy,UK,UK,109.53,EASYJET,IPS
3235,August,Economy,UK,UK,146.23,BRITISH AIRWAYS,IPS
3236,July,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS
3237,July,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS
3238,July,Economy,UK,UK,376.18,BMI,IPS
3239,August,Economy,UK,UK,114.05,FLYBE BRITISH EUROPEAN,IPS
3240,July,Economy,UK,UK,376.18,BMI,IPS
3241,July,Economy,UK,UK,61.92,BRITISH AIRWAYS,IPS
3242,July,Economy,UK,UK,91.88,FLYBE BRITISH EUROPEAN,IPS
3243,July,Economy,UK,UK,201.17,BRITISH AIRWAYS,IPS
3244,July,Economy,UK,UK,359.23,BRITISH AIRWAYS,IPS
3245,July,Economy,UK,UK,190.17,BRITISH AIRWAYS,IPS
3246,August,Economy,UK,UK,189.8,MANX2,IPS
3247,July,Economy,UK,UK,122.23,LIVINGSTON,IPS
3248,July,Economy,UK,UK,58.77,EASYJET,IPS
3249,July,Economy,UK,UK,91.88,FLYBE BRITISH EUROPEAN,IPS
3250,July,Economy,UK,UK,95.81,FLYBE BRITISH EUROPEAN,IPS
3251,July,Economy,UK,UK,208.98,BRITISH AIRWAYS,IPS
3252,July,Economy,UK,UK,243.7,EASTERN AIRWAYS,IPS
3253,July,Economy,UK,UK,58.77,EASYJET,IPS
3254,August,Economy,UK,UK,171.28,BRITISH AIRWAYS,IPS
3255,July,Economy,UK,UK,65.24,EASYJET,IPS
3256,August,Economy,UK,UK,296.9,FLYBE BRITISH EUROPEAN,IPS
3257,July,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS
3258,July,Economy,UK,UK,85.24,EASYJET,IPS
3259,July,Economy,UK,UK,248.98,BRITISH AIRWAYS,IPS
3260,July,Economy,UK,UK,172.48,FLYBE BRITISH EUROPEAN,IPS
3261,July,Economy,UK,UK,304.18,BMI,IPS
3262,July,Economy,UK,UK,115.81,FLYBE BRITISH EUROPEAN,IPS
3263,July,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS
3264,July,Economy,UK,UK,161.69,FLYBE BRITISH EUROPEAN,IPS
3265,July,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,IPS
3266,July,Economy,UK,UK,81.88,FLYBE BRITISH EUROPEAN,IPS
3267,July,Economy,UK,UK,58.77,EASYJET,IPS
3268,July,Economy,UK,UK,211.91,FLYBE BRITISH EUROPEAN,IPS
3269,July,Economy,UK,UK,289.28,BRITISH AIRWAYS,IPS
3270,August,Economy,UK,UK,81.81,FLYBE BRITISH EUROPEAN,IPS
3271,August,Economy,UK,UK,95.81,FLYBE BRITISH EUROPEAN,IPS
3272,August,Business Class,UK,UK,106.85,BRITISH AIRWAYS,IPS
3273,July,Economy,UK,UK,376.18,BMI,IPS
3274,July,Economy,UK,UK,289.28,BRITISH AIRWAYS,IPS
3275,August,Economy,UK,UK,81.81,FLYBE BRITISH EUROPEAN,IPS
3276,July,Economy,UK,UK,79.24,EASYJET,IPS
3277,October,Economy,UK,UK,119.28,BRITISH AIRWAYS,IPS
3278,July,Business Class,UK,UK,158.5,BRITISH AIRWAYS,IPS
3279,September,Economy,UK,UK,202.28,BRITISH AIRWAYS,IPS
3280,July,Economy,UK,UK,32.5,FLYBE BRITISH EUROPEAN,IPS
3281,July,Economy,UK,UK,304.18,BMI,IPS
3282,July,Economy,UK,UK,65,FLYBE BRITISH EUROPEAN,IPS
3283,August,Business Class,UK,UK,234.83,BRITISH AIRWAYS,IPS
3284,July,Economy,UK,UK,64.19,FLYBE BRITISH EUROPEAN,IPS
3285,July,Business Class,UK,UK,291.18,BMI,IPS
3286,August,Economy,UK,UK,123.99,FLYBE BRITISH EUROPEAN,IPS
3287,July,Economy,UK,UK,94.24,EASYJET,IPS
3288,July,Economy,UK,UK,157.74,FLYBE BRITISH EUROPEAN,IPS
3289,July,Economy,UK,UK,73.5,FLYBE BRITISH EUROPEAN,IPS
3290,July,Business Class,UK,UK,389.23,BRITISH AIRWAYS,IPS
3291,July,Economy,UK,UK,229.83,BRITISH AIRWAYS,IPS
3292,July,Economy,UK,UK,74.19,FLYBE BRITISH EUROPEAN,IPS
3293,July,Economy,UK,UK,64.19,FLYBE BRITISH EUROPEAN,IPS
3294,July,Economy,UK,UK,85.98,BMI BABY,IPS
3295,July,Economy,UK,UK,47.5,FLYBE BRITISH EUROPEAN,IPS
3296,August,Economy,UK,UK,114.05,FLYBE BRITISH EUROPEAN,IPS
3297,August,Economy,UK,UK,74.24,EASYJET,IPS
3298,August,Economy,UK,UK,147.83,BRITISH AIRWAYS,IPS
3299,July,Economy,UK,UK,158.83,BRITISH AIRWAYS,IPS
3300,August,Economy,UK,UK,80.74,EASYJET,IPS
3301,July,Economy,UK,UK,48,BRITISH AIRWAYS,IPS
3302,August,Economy,UK,UK,81.81,FLYBE BRITISH EUROPEAN,IPS
3303,July,Economy,UK,UK,64.19,FLYBE BRITISH EUROPEAN,IPS
3304,August,Economy,UK,UK,67.98,BRITISH AIRWAYS,IPS
3305,July,Economy,UK,UK,85.24,EASYJET,IPS
3306,July,Economy,UK,UK,201.45,FLYBE BRITISH EUROPEAN,IPS
3307,August,Economy,UK,UK,71.81,FLYBE BRITISH EUROPEAN,IPS
3308,August,Economy,UK,UK,167.28,BRITISH AIRWAYS,IPS
3309,July,Economy,UK,UK,207.28,BRITISH AIRWAYS,IPS
3310,July,Economy,UK,UK,262.3,BRITISH AIRWAYS,IPS
3311,July,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS
3312,August,Economy,UK,UK,65.85,BRITISH AIRWAYS,IPS
3313,July,Economy,UK,UK,387.18,BMI,IPS
3314,July,Economy,UK,UK,289.28,BRITISH AIRWAYS,IPS
3315,July,Economy,UK,UK,57.24,EASYJET,IPS
3316,August,Economy,UK,UK,45.27,EASYJET,IPS
3317,July,Economy,UK,UK,60,BRITISH AIRWAYS,IPS
3318,July,Economy,UK,UK,376.18,BMI,IPS
3319,August,Economy,UK,UK,117.83,BRITISH AIRWAYS,IPS
3320,August,Economy,UK,UK,117.83,BRITISH AIRWAYS,IPS
3321,August,Business Class,UK,UK,386.28,BRITISH AIRWAYS,IPS
3322,July,Economy,UK,UK,218.83,BRITISH AIRWAYS,IPS
3323,July,Economy,UK,UK,377.81,AER LINGUS,IPS
3324,August,Economy,UK,UK,531.18,BMI,IPS
3325,July,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,IPS
3326,July,Economy,UK,UK,293.18,BMI,IPS
3327,July,Economy,UK,UK,97.5,BMI,IPS
3328,July,Economy,UK,UK,376.18,BMI,IPS
3329,August,Economy,UK,UK,111.9,EASTERN AIRWAYS,IPS
3330,July,Economy,UK,UK,97.5,BMI,IPS
3331,July,Economy,UK,Non EEA,215.53,FLYBE BRITISH EUROPEAN,IPS
3332,July,Economy,UK,UK,47.34,FLYBE BRITISH EUROPEAN,ISA
3333,July,Economy,UK,UK,263.7,EASTERN AIRWAYS,ISA
3334,July,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
3335,July,Economy,UK,UK,289.28,BRITISH AIRWAYS,OSCT
3336,August,Economy,UK,UK,119.77,FLYBE BRITISH EUROPEAN,Immigration Group
3337,July,Economy,UK,UK,36,FLYBE BRITISH EUROPEAN,Science & Research Group
3338,August,Economy,UK,UK,115.84,BRITISH AIRWAYS,Immigration Group
3339,July,Economy,UK,UK,84.28,FLYBE BRITISH EUROPEAN,Strategic Director Border
3340,July,Economy,UK,UK,25.98,FLYBE BRITISH EUROPEAN,Crime & Policing Group
3341,July,Economy,UK,UK,71.98,BRITISH AIRWAYS,Criminal & Detention Group
3342,July,Economy,UK,UK,12.99,FLYBE BRITISH EUROPEAN,Crime & Policing Group
3343,July,Economy,UK,UK,289.28,BRITISH AIRWAYS,OSCT
3344,August,Business Class,UK,UK,332.23,BRITISH AIRWAYS,Strategy & Reform Directorate
3345,July,Economy,UK,UK,222.3,BRITISH AIRWAYS,Strategic Director Border
3346,July,Economy,UK,UK,824,VIRGIN ATLANTIC,Strategy & Reform Directorate
3347,July,Economy,UK,UK,32.5,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
