key,Departure_2011,Ticket_class_description,Departure,Destination,value,Supplier_name,Directorate
361,January,Economy,UK,UK,60,BRITISH AIRWAYS,Strategy & Reform Directorate
362,January,Economy,UK,UK,164.35,BRITISH AIRWAYS,Criminal & Detention Group
363,January,Economy,UK,UK,124.35,BRITISH AIRWAYS,Criminal & Detention Group
364,January,Economy,UK,UK,15,BRITISH AIRWAYS,Immigration Group
365,January,Economy,UK,UK,60,BRITISH AIRWAYS,Immigration Group
366,February,Economy,UK,EEA,293.9,SAS SCANDINAVIAN AIRLINES,Crime & Policing Group
367,February,Economy,UK,EEA,335.3,BRITISH AIRWAYS,Crime & Policing Group
368,January,Economy,UK,EEA,354.8,BRITISH AIRWAYS,Private Office
369,January,Economy,UK,EEA,354.8,BRITISH AIRWAYS,Private Office
370,January,Economy,UK,UK,11.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
371,January,Economy,UK,UK,75.85,BRITISH AIRWAYS,HROD
372,January,Economy,UK,UK,208.7,FLYBE BRITISH EUROPEAN,Strategic Director Border
373,January,Economy,UK,UK,245.9,BMI,Strategic Director Border
374,January,Business Class,UK,UK,238.55,BRITISH AIRWAYS,Science & Research Group
375,January,Economy,UK,UK,188.54,BRITISH AIRWAYS,Strategy & Reform Directorate
376,January,Economy,UK,UK,106.54,BRITISH AIRWAYS,Strategic Director Border
377,February,Economy,UK,UK,134.59,BMI,Strategic Director Border
378,January,Economy,UK,UK,168.49,BRITISH AIRWAYS,Strategic Director Border
379,February,Economy,UK,UK,153.59,BMI,Strategic Director Border
380,February,Economy,UK,UK,56.4,BMI,Strategic Director Border
381,February,Economy,UK,UK,44.93,BRITISH AIRWAYS,Strategic Director Border
382,February,Economy,UK,UK,65.03,EASYJET,Immigration Group
383,February,Economy,UK,EEA,293.9,SAS SCANDINAVIAN AIRLINES,Crime & Policing Group
384,February,Economy,UK,EEA,335.3,BRITISH AIRWAYS,Crime & Policing Group
385,January,Economy,UK,UK,41,BRITISH AIRWAYS,HMIC
386,January,Economy,UK,UK,164.35,BRITISH AIRWAYS,Resource Management Group
387,January,Economy,UK,UK,295.59,BMI,Crime & Policing Group
388,February,Economy,UK,UK,101.54,BRITISH AIRWAYS,Strategic Director Border
389,January,Economy,UK,EEA,98.81,RYANAIR,Policy & Strategy
390,January,Economy,UK,UK,100.7,FLYBE BRITISH EUROPEAN,Strategic Director Border
391,January,Business Class,UK,UK,156.93,BRITISH AIRWAYS,Strategic Director Border
392,January,Economy,UK,UK,60.85,BRITISH AIRWAYS,Strategic Director Border
393,March,Economy,UK,UK,71.93,BRITISH AIRWAYS,Strategy & Reform Directorate
394,March,Economy,UK,UK,123.49,BRITISH AIRWAYS,Strategy & Reform Directorate
395,January,Economy,UK,UK,188.54,BRITISH AIRWAYS,Strategy & Reform Directorate
396,January,Economy,Non EEA,UK,730.9,BRITISH AIRWAYS,OSCT
397,February,Economy,UK,UK,136.51,FLYBE BRITISH EUROPEAN,Immigration Group
398,January,Economy,UK,EEA,237.2,BRITISH AIRWAYS,Policy & Strategy
399,January,Economy,UK,UK,119.69,BRITISH AIRWAYS,Immigration Group
400,February,Economy,UK,EEA,335.3,BRITISH AIRWAYS,Crime & Policing Group
401,March,Economy,UK,UK,94.69,BRITISH AIRWAYS,Strategy & Reform Directorate
402,March,Economy,UK,UK,76.8,BRITISH AIRWAYS,Strategy & Reform Directorate
403,January,Economy,UK,Non EEA,282.6,BRITISH AIRWAYS,Policy & Strategy
404,January,Economy,UK,UK,99.03,EASYJET,Science & Research Group
405,January,Economy,EEA,UK,267.4,BRITISH AIRWAYS,International Group
406,January,Economy,UK,UK,67.85,BRITISH AIRWAYS,Immigration Group
407,January,Economy,UK,UK,129.8,BRITISH AIRWAYS,Immigration Group
408,January,Business Class,UK,UK,204.35,BRITISH AIRWAYS,Criminal & Detention Group
409,February,Economy,UK,UK,106.54,BRITISH AIRWAYS,Strategic Director Border
410,March,Premium Economy,UK,Non EEA,622.67,VIRGIN ATLANTIC,Strategy & Reform Directorate
411,February,Economy,UK,UK,23.98,FLYBE BRITISH EUROPEAN,HROD
412,January,Economy,UK,UK,252.5,BRITISH AIRWAYS,HMIC
413,January,Economy,UK,UK,85,FLYBE BRITISH EUROPEAN,Strategic Director Border
414,January,Economy,UK,UK,32.5,FLYBE BRITISH EUROPEAN,Strategic Director Border
415,January,Economy,UK,UK,78.5,BRITISH AIRWAYS,HROD
416,January,Economy,UK,UK,85.85,BRITISH AIRWAYS,Immigration Group
417,January,Economy,UK,UK,119.69,BRITISH AIRWAYS,Immigration Group
418,January,Economy,UK,UK,40.99,RYANAIR,Strategic Director Border
419,January,Economy,UK,UK,147.01,FLYBE BRITISH EUROPEAN,Strategic Director Border
420,January,Economy,UK,EEA,216.5,BRITISH AIRWAYS,Policy & Strategy
421,March,Economy,UK,UK,79.35,BRITISH AIRWAYS,Immigration Group
422,January,Economy,UK,UK,276.62,BRITISH AIRWAYS,Strategic Director Border
423,February,Economy,UK,UK,104.93,BRITISH AIRWAYS,OSCT
424,January,Economy,UK,EEA,168.5,BRITISH AIRWAYS,Strategic Director Border
425,March,Economy,UK,UK,47.4,BMI,Strategy & Reform Directorate
426,January,Economy,UK,UK,125.2,FLYBE BRITISH EUROPEAN,Science & Research Group
427,February,Economy,UK,EEA,293.9,SAS SCANDINAVIAN AIRLINES,Crime & Policing Group
428,January,Economy,UK,UK,134.35,BRITISH AIRWAYS,Strategic Director Border
429,January,Economy,UK,EEA,323.8,BRITISH AIRWAYS,Policy & Strategy
430,January,Economy,UK,UK,189.23,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
431,January,Economy,UK,UK,250.9,BMI,Immigration Group
432,January,Economy,UK,EEA,233.4,BRITISH AIRWAYS,Strategic Director Border
433,January,Economy,UK,Non EEA,236.41,ROYAL AIR MAROC,Immigration Group
434,January,Economy,UK,EEA,177.07,AIR FRANCE,Immigration Group
435,February,Economy,UK,UK,44.93,BRITISH AIRWAYS,Strategic Director Border
436,January,Economy,UK,UK,160.43,BRITISH AIRWAYS,Resource Management Group
437,February,Economy,UK,UK,42.85,BRITISH AIRWAYS,Strategy & Reform Directorate
438,January,Economy,UK,UK,60,BRITISH AIRWAYS,HMIC
439,January,Economy,UK,UK,60,BRITISH AIRWAYS,Strategic Director Border
440,February,Economy,UK,EEA,143.11,AIR MALTA,Strategic Director Border
441,January,Economy,UK,EEA,354.8,BRITISH AIRWAYS,International Directorate
442,January,Economy,UK,EEA,354.8,BRITISH AIRWAYS,Private Office
443,February,Economy,UK,UK,166.7,FLYBE BRITISH EUROPEAN,Immigration Group
444,January,Economy,UK,UK,227.59,AER LINGUS,Strategic Director Border
445,January,Economy,UK,UK,154.3,LUFTHANSA GERMAN AIRLINES,Strategic Director Border
446,January,Economy,UK,UK,83.03,EASYJET,Finance & Commercial Group
447,March,Economy,UK,Non EEA,308.06,LUFTHANSA GERMAN AIRLINES,Strategic Director Border
448,January,Economy,UK,UK,12,BRITISH AIRWAYS,Strategy & Reform Directorate
449,February,Economy,UK,EEA,161.01,AIR MALTA,Strategic Director Border
450,January,Economy,UK,UK,169.53,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
451,February,Economy,UK,UK,160.51,FLYBE BRITISH EUROPEAN,Immigration Group
452,February,Business Class,UK,EEA,997.43,LUFTHANSA GERMAN AIRLINES,Private Office
453,January,Business Class,UK,Non EEA,2333.5,BMI,OSCT
454,January,Economy,UK,UK,277.51,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
455,January,Economy,UK,UK,81.81,EASYJET,Strategic Director Border
456,February,Economy,UK,UK,54.03,EASYJET,HROD
457,February,Economy,UK,EEA,143.31,AIR MALTA,Policy & Strategy
458,January,Economy,UK,EEA,137.93,ALITALIA S.P.A.,Crime & Policing Group
459,February,Economy,UK,UK,167.8,EASTERN AIRWAYS,Immigration Group
460,January,Economy,UK,UK,210.1,BMI,Immigration Group
461,January,Business Class,UK,Non EEA,2167,BRITISH AIRWAYS,Strategic Director Border
462,February,Economy,UK,UK,114.35,BRITISH AIRWAYS,Strategic Director Border
463,January,Economy,UK,UK,144.35,BRITISH AIRWAYS,Immigration Group
464,January,Economy,UK,UK,215.9,BMI,Immigration Group
465,February,Business Class,UK,EEA,1018.43,LUFTHANSA GERMAN AIRLINES,Private Office
466,January,Economy,UK,UK,60,BRITISH AIRWAYS,Immigration Group
467,February,Economy,UK,UK,83.5,FLYBE BRITISH EUROPEAN,Immigration Group
468,February,Economy,UK,EEA,166.96,AIR FRANCE,Immigration Group
469,February,Economy,UK,EEA,143.96,AIR FRANCE,Immigration Group
470,February,Economy,UK,UK,175.53,FLYBE BRITISH EUROPEAN,Strategic Director Border
471,January,Economy,UK,UK,257.49,BRITISH AIRWAYS,Immigration Group
472,January,Economy,UK,UK,81.81,EASYJET,Strategic Director Border
473,January,Economy,UK,UK,209.35,BRITISH AIRWAYS,Criminal & Detention Group
474,February,Economy,UK,UK,160.51,FLYBE BRITISH EUROPEAN,Immigration Group
475,January,Economy,EEA,UK,277.1,TAROM,Strategic Director Border
476,January,Business Class,UK,UK,204.35,BRITISH AIRWAYS,Immigration Group
477,January,Economy,UK,Non EEA,438.7,BRITISH AIRWAYS,Science & Research Group
478,February,Economy,UK,UK,136.51,FLYBE BRITISH EUROPEAN,Immigration Group
479,January,Economy,UK,UK,295.59,BMI,Crime & Policing Group
480,January,Economy,UK,UK,222.01,FLYBE BRITISH EUROPEAN,HMIC
481,January,Economy,UK,UK,148.23,FLYBE BRITISH EUROPEAN,Immigration Group
482,April,Economy,UK,EEA,145.24,BRUSSELS AIRLINES,Science & Research Group
483,January,Business Class,UK,UK,204.35,BRITISH AIRWAYS,HROD
484,January,Economy,UK,UK,164.35,BRITISH AIRWAYS,Strategic Director Border
485,January,Business Class,UK,UK,219.35,BRITISH AIRWAYS,Group HR
486,February,Economy,UK,UK,127.49,BRITISH AIRWAYS,Strategy & Reform Directorate
487,January,Economy,UK,UK,126.49,FLYBE BRITISH EUROPEAN,Strategic Director Border
488,February,Economy,UK,UK,160.51,FLYBE BRITISH EUROPEAN,Immigration Group
489,January,Economy,EEA,UK,277.1,TAROM,Strategic Director Border
490,January,Economy,UK,UK,197.43,BRITISH AIRWAYS,HROD
491,January,Economy,UK,UK,182.01,FLYBE BRITISH EUROPEAN,Resource Management Group
492,February,Economy,UK,UK,202.7,FLYBE BRITISH EUROPEAN,HROD
493,January,Economy,UK,Non EEA,516.17,VIRGIN ATLANTIC,OSCT
494,January,Economy,UK,UK,156.55,BRITISH AIRWAYS,OSCT
495,January,Economy,Non EEA,Non EEA,214,TURKISH AIRLINES,Policy & Strategy
496,January,Economy,Non EEA,Non EEA,214,TURKISH AIRLINES,Policy & Strategy
497,February,Economy,UK,EEA,234.1,BRITISH AIRWAYS,UKBA
498,January,Economy,UK,UK,85.6,BMI,Finance & Commercial Group
499,January,Economy,UK,UK,99.03,EASYJET,Science & Research Group
500,January,Economy,UK,UK,33,BRITISH AIRWAYS,Strategic Director Border
501,January,Economy,UK,UK,255.9,BMI,Strategic Director Border
502,January,Economy,UK,UK,188.6,BMI,Finance & Commercial Group
503,January,Economy,UK,UK,11.99,FLYBE BRITISH EUROPEAN,Strategy & Reform Directorate
504,January,Economy,UK,UK,138,BMI,Strategic Director Border
505,February,Economy,UK,UK,127.49,BRITISH AIRWAYS,Strategy & Reform Directorate
506,January,Economy,UK,EEA,84.16,EASYJET,Policy & Strategy
507,February,Economy,UK,UK,116.03,FLYBE BRITISH EUROPEAN,Strategic Director Border
508,January,Economy,UK,UK,411.59,BMI,Legal Advisors Branch
509,January,Economy,UK,UK,81.93,BRITISH AIRWAYS,Strategic Director Border
510,February,Economy,UK,UK,164.35,BRITISH AIRWAYS,Criminal & Detention Group
511,January,Economy,UK,UK,70.85,FLYBE BRITISH EUROPEAN,Strategic Director Border
512,February,Economy,UK,UK,68,BMI,Immigration Group
513,January,Premium Economy,UK,Non EEA,2046.1,BRITISH AIRWAYS,Strategic Director Border
514,January,Economy,UK,UK,135.85,BRITISH AIRWAYS,Policy & Strategy
515,February,Economy,UK,UK,150.51,FLYBE BRITISH EUROPEAN,Immigration Group
516,January,Economy,UK,UK,11.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
517,January,Economy,UK,UK,411.59,BMI,Legal Advisors Branch
518,January,Economy,UK,UK,174.34,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
519,February,Economy,UK,EEA,53.5,BRITISH AIRWAYS,Crime & Policing Group
520,January,Economy,UK,UK,237.5,BRITISH AIRWAYS,HMIC
521,January,Economy,UK,UK,105.01,FLYBE BRITISH EUROPEAN,Strategy & Reform Directorate
522,January,Economy,UK,EEA,89.41,EASYJET,Policy & Strategy
523,January,Economy,UK,UK,411.59,BMI,Legal Advisors Branch
524,January,Economy,UK,UK,81.51,FLYBE BRITISH EUROPEAN,Strategic Director Border
525,February,Economy,UK,EEA,148.7,BRITISH AIRWAYS,International Group
526,January,Economy,UK,UK,208.05,FLYBE BRITISH EUROPEAN,Immigration Group
527,January,Economy,UK,UK,23.98,FLYBE BRITISH EUROPEAN,Immigration Group
528,February,Economy,Non EEA,Non EEA,379.8,CONTINENTAL AIRLINES,Strategic Director Border
529,February,Economy,UK,UK,233.62,BRITISH AIRWAYS,Strategic Director Border
530,January,Economy,UK,UK,134.55,EASYJET,Resource Management Group
531,February,Economy,EEA,UK,275.6,SAS SCANDINAVIAN AIRLINES,Crime & Policing Group
532,January,Economy,UK,UK,32.5,FLYBE BRITISH EUROPEAN,Science & Research Group
533,January,Economy,UK,UK,140.43,BRITISH AIRWAYS,Finance & Commercial Group
534,January,Economy,UK,EEA,343.12,BRITISH AIRWAYS,Strategic Director Border
535,February,Economy,UK,EEA,397.73,LUFTHANSA GERMAN AIRLINES,Private Office
536,January,Economy,UK,UK,197,BMI,Strategic Director Border
537,January,Economy,UK,UK,163.2,FLYBE BRITISH EUROPEAN,Strategic Director Border
538,February,Economy,UK,Non EEA,2095.2,BRITISH AIRWAYS,International Group
539,January,Economy,UK,UK,195.43,BRITISH AIRWAYS,Strategic Director Border
540,January,Economy,UK,UK,301.7,FLYBE BRITISH EUROPEAN,Strategic Director Border
541,February,Economy,UK,Non EEA,2094.2,BRITISH AIRWAYS,International Group
542,March,Economy,UK,UK,76.01,FLYBE BRITISH EUROPEAN,HROD
543,February,Economy,UK,UK,149.35,BRITISH AIRWAYS,Criminal & Detention Group
544,January,Economy,UK,UK,160.43,BRITISH AIRWAYS,Criminal & Detention Group
545,March,Economy,UK,UK,76.01,FLYBE BRITISH EUROPEAN,HROD
546,January,Economy,UK,UK,87.03,EASYJET,Science & Research Group
547,January,Economy,UK,UK,100.7,FLYBE BRITISH EUROPEAN,Strategic Director Border
548,January,Economy,UK,UK,23.98,FLYBE BRITISH EUROPEAN,Immigration Group
549,January,Economy,UK,UK,11.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
550,January,Economy,UK,UK,214.99,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
551,January,Economy,UK,UK,23.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
552,January,Economy,UK,UK,88,FLYBE BRITISH EUROPEAN,Strategic Director Border
553,January,Economy,UK,UK,152.31,FLYBE BRITISH EUROPEAN,Strategic Director Border
554,January,Economy,UK,EEA,84.16,EASYJET,Strategic Director Border
555,February,Economy,UK,UK,41.5,BRITISH AIRWAYS,Strategic Director Border
556,February,Economy,UK,UK,124.35,BRITISH AIRWAYS,Criminal & Detention Group
557,January,Economy,UK,UK,140.43,BRITISH AIRWAYS,HROD
558,January,Economy,UK,EEA,178.01,BRITISH AIRWAYS,International Group
559,January,Economy,UK,UK,79.74,EASYJET,Strategic Director Border
560,January,Economy,UK,UK,146.54,BRITISH AIRWAYS,HMIC
561,February,Economy,UK,UK,148.94,FLYBE BRITISH EUROPEAN,Immigration Group
562,January,Economy,UK,UK,295.59,BMI,Legal Advisors Branch
563,February,Economy,UK,EEA,327.9,SAS SCANDINAVIAN AIRLINES,Crime & Policing Group
564,February,Economy,UK,UK,121.49,BRITISH AIRWAYS,HROD
565,January,Business Class,UK,UK,254.35,BRITISH AIRWAYS,Immigration Group
566,January,Economy,UK,UK,40,FLYBE BRITISH EUROPEAN,Science & Research Group
567,February,Economy,UK,UK,18,FLYBE BRITISH EUROPEAN,Science & Research Group
568,January,Economy,UK,UK,81.69,BRITISH AIRWAYS,Finance & Commercial Group
569,January,Economy,UK,UK,182.7,FLYBE BRITISH EUROPEAN,Strategic Director Border
570,January,Economy,UK,UK,129.35,BRITISH AIRWAYS,Strategic Director Border
571,February,Economy,Non EEA,Non EEA,379.8,CONTINENTAL AIRLINES,Strategic Director Border
572,January,Economy,UK,UK,87.03,EASYJET,Immigration Group
573,January,Economy,UK,UK,32.5,FLYBE BRITISH EUROPEAN,Strategy & Reform Directorate
574,January,Economy,UK,UK,215.9,BMI,Immigration Group
575,February,Economy,UK,UK,127.49,BRITISH AIRWAYS,Strategy & Reform Directorate
576,January,Economy,UK,UK,135.7,FLYBE BRITISH EUROPEAN,Strategic Director Border
577,January,Economy,UK,UK,231.9,EASTERN AIRWAYS,Group HR
578,January,Economy,UK,UK,174.34,FLYBE BRITISH EUROPEAN,Finance & Commercial Group
579,January,Economy,UK,UK,44.74,EASYJET,Strategic Director Border
580,January,Economy,UK,UK,44.74,EASYJET,Strategic Director Border
581,March,Economy,UK,EEA,156.16,EASYJET,International Group
582,February,Economy,UK,UK,65,FLYBE BRITISH EUROPEAN,Criminal & Detention Group
583,January,Economy,UK,UK,134.55,EASYJET,Resource Management Group
584,February,Economy,UK,EEA,68.5,BRITISH AIRWAYS,SIG
585,January,Economy,UK,UK,163.03,EASYJET,Strategic Director Border
586,January,Economy,UK,UK,81.51,FLYBE BRITISH EUROPEAN,Strategic Director Border
587,January,Economy,UK,UK,81.69,BRITISH AIRWAYS,Finance & Commercial Group
588,February,Economy,UK,EEA,245.57,LOT-POLISH AIRLINES,Strategic Director Border
589,January,Economy,UK,UK,77.85,BRITISH AIRWAYS,HMIC
590,January,Economy,UK,UK,136.55,BRITISH AIRWAYS,Science & Research Group
591,January,Business Class,UK,UK,204.35,BRITISH AIRWAYS,Criminal & Detention Group
592,January,Economy,UK,UK,11.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
593,February,Economy,UK,UK,100.53,FLYBE BRITISH EUROPEAN,Strategic Director Border
594,January,Economy,UK,UK,23.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
595,January,Economy,UK,UK,70.85,FLYBE BRITISH EUROPEAN,Strategic Director Border
596,January,Economy,UK,UK,11.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
597,February,Economy,UK,UK,23.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
598,February,Business Class,UK,Non EEA,1429.51,VIRGIN ATLANTIC,Strategic Director Border
599,January,Economy,UK,UK,113.43,BRITISH AIRWAYS,HROD
600,January,Economy,UK,UK,140.7,FLYBE BRITISH EUROPEAN,Strategic Director Border
601,January,Economy,UK,Non EEA,463,BRITISH AIRWAYS,Science & Research Group
602,February,Economy,UK,UK,23.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
603,January,Economy,UK,UK,135.03,EASYJET,Science & Research Group
604,February,Economy,UK,UK,11.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
605,March,Economy,UK,Non EEA,1101.17,IBERIA,Policy & Strategy
606,March,Economy,UK,EEA,113.01,AIR BERLIN,Immigration Group
607,January,Economy,UK,UK,276.62,BRITISH AIRWAYS,Immigration Group
608,January,Business Class,UK,UK,234.35,BRITISH AIRWAYS,Strategic Director Border
609,January,Economy,UK,EEA,319.2,BRITISH AIRWAYS,Science & Research Group
610,February,Economy,UK,EEA,234.1,BRITISH AIRWAYS,UKBA
611,February,Economy,UK,UK,68,BMI,Strategic Director Border
612,February,Economy,UK,UK,94.03,EASYJET,Immigration Group
613,February,Economy,UK,EEA,209.07,AIR MALTA,Immigration Group
614,February,Economy,UK,UK,237.5,BRITISH AIRWAYS,Science & Research Group
615,January,Economy,Non EEA,Non EEA,11,JET AIRWAYS,International Group
616,January,Economy,UK,UK,20,BRITISH AIRWAYS,Immigration Group
617,January,Business Class,UK,Non EEA,3077,BRITISH AIRWAYS,Strategic Director Border
618,January,Premium Economy,UK,Non EEA,2046.1,BRITISH AIRWAYS,Strategic Director Border
619,January,Economy,UK,UK,23.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
620,January,Economy,UK,UK,11.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
621,February,Economy,UK,UK,23.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
622,January,Economy,UK,UK,147.01,FLYBE BRITISH EUROPEAN,HMIC
623,January,Economy,UK,UK,65.49,FLYBE BRITISH EUROPEAN,Strategic Director Border
624,February,Economy,UK,UK,119.35,BRITISH AIRWAYS,HROD
625,February,Economy,UK,UK,136.55,BRITISH AIRWAYS,Science & Research Group
626,January,Economy,UK,UK,78.74,EASYJET,HMIC
627,February,Economy,UK,UK,116.01,FLYBE BRITISH EUROPEAN,HMIC
628,January,Economy,UK,UK,132.03,EASYJET,Science & Research Group
629,March,Economy,Non EEA,Non EEA,89,JETBLUE AIRWAYS CORPORATION,Policy & Strategy
630,January,Economy,UK,UK,132,BMI,OSCT
631,February,Economy,UK,UK,134.35,BRITISH AIRWAYS,Strategic Director Border
632,January,Economy,UK,UK,11.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
633,February,Economy,UK,Non EEA,238.47,AIR ALGERIE,International Group
634,February,Economy,UK,UK,220.5,BRITISH AIRWAYS,HMIC
635,February,Economy,UK,EEA,424.4,BRITISH AIRWAYS,Crime & Policing Group
636,January,Business Class,UK,Non EEA,1748.02,EMIRATES,OSCT
637,January,Economy,UK,UK,23.98,FLYBE BRITISH EUROPEAN,HMIC
638,January,Economy,UK,UK,60,BRITISH AIRWAYS,Criminal & Detention Group
639,January,Business Class,UK,Non EEA,2167,BRITISH AIRWAYS,Strategic Director Border
640,February,Economy,UK,UK,258.04,AIR FRANCE,Science & Research Group
641,February,Premium Economy,UK,Non EEA,2460.9,BRITISH AIRWAYS,International Group
642,January,Economy,UK,UK,11.99,FLYBE BRITISH EUROPEAN,Strategic Director Border
643,February,Economy,UK,UK,94.35,BRITISH AIRWAYS,Strategic Director Border
644,February,Economy,UK,EEA,106.61,BRITISH AIRWAYS,Strategic Director Border
645,January,Economy,UK,UK,95.1,BMI,Strategy & Reform Directorate
646,February,Economy,UK,UK,56.03,EASYJET,Immigration Group
647,January,Economy,UK,UK,34,BRITISH AIRWAYS,Criminal & Detention Group
648,January,Economy,UK,UK,60,BRITISH AIRWAYS,Criminal & Detention Group
649,January,Economy,UK,EEA,254.2,BRITISH AIRWAYS,International Group
650,February,Economy,UK,UK,184.43,BRITISH AIRWAYS,Strategic Director Border
651,February,Economy,UK,UK,175.9,EASTERN AIRWAYS,Criminal & Detention Group
652,January,Economy,UK,Non EEA,478.67,VIRGIN ATLANTIC,International Group
653,January,Economy,UK,Non EEA,217.97,TURKISH AIRLINES,Policy & Strategy
654,January,Economy,UK,UK,118.31,FLYBE BRITISH EUROPEAN,Strategic Director Border
655,February,Economy,UK,UK,124.34,FLYBE BRITISH EUROPEAN,Strategic Director Border
656,January,Economy,UK,UK,23.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
657,February,Economy,UK,UK,66.03,EASYJET,UKBA
658,February,Economy,UK,UK,201.82,FLYBE BRITISH EUROPEAN,Immigration Group
659,March,Economy,UK,UK,76.2,FLYBE BRITISH EUROPEAN,HROD
660,February,Economy,UK,UK,150.43,BRITISH AIRWAYS,HROD
661,February,Economy,UK,EEA,60,BRITISH AIRWAYS,Crime & Policing Group
662,February,Economy,UK,UK,23.98,FLYBE BRITISH EUROPEAN,Strategic Director Border
663,February,Business Class,UK,EEA,1018.43,LUFTHANSA GERMAN AIRLINES,Private Office
664,February,Economy,UK,UK,91.99,FLYBE BRITISH EUROPEAN,Resource Management Group
665,February,Economy,UK,UK,185.88,LUFTHANSA GERMAN AIRLINES,Strategy & Reform Directorate
666,February,Economy,UK,EEA,189.57,LOT-POLISH AIRLINES,UKBA
667,February,Economy,UK,UK,119.35,BRITISH AIRWAYS,Criminal & Detention Group
668,January,Economy,UK,UK,23.98,FLYBE BRITISH EUROPEAN,HMIC
669,February,Economy,UK,UK,109.23,FLYBE BRITISH EUROPEAN,Strategic Director Border
670,January,Economy,UK,UK,182.03,EASYJET,Strategic Director Border
671,February,Economy,UK,UK,154.35,BRITISH AIRWAYS,Immigration Group
672,February,Economy,UK,UK,190.23,FLYBE BRITISH EUROPEAN,Strategic Director Border
673,February,Economy,UK,UK,122.1,BMI,Strategic Director Border
674,February,Economy,UK,UK,146.62,BRITISH AIRWAYS,Strategic Director Border
675,January,Economy,UK,UK,69.74,EASYJET,Science & Research Group
