CENTRE CODE,key,REGION NAME,AREA NAME,REGIST. CAND. 2015,CLEAN CAND. 2015,PASSED CAND. (I to IV) 2015,value,PASSED PERCENT,color,AVERAGE GPA 2015,BAND OF SCHOOL 2015,BAND OF SCHOOL 2014,RANK OF SCHOOL 2015,RANK OF SCHOOL 2014
S3456,MBULANI SECONDARY SCHOOL,Ruvuma,Southern Highlands,70,57,33,33,58,yellow,4.3167,8,7,1943,602
S2609,KIWALALA SECONDARY SCHOOL,Lindi,Coastal,70,59,36,36,61,green,4.3171,8,8,1944,1733
S3935,BUNG'WANGOKO SECONDARY SCHOOL,Geita,Lake,69,63,36,36,57,yellow,4.3171,8,9,1945,2184
S1228,MTAPIKA SECONDARY SCHOOL,Mtwara,Southern Highlands,40,37,24,24,65,green,4.3172,8,8,1946,724
S1347,TINGI SECONDARY SCHOOL,Ruvuma,Southern Highlands,41,40,26,26,65,green,4.3176,8,8,1947,1375
S1788,CHIGUNGA SECONDARY SCHOOL,Geita,Lake,73,56,38,38,68,green,4.3176,8,8,1948,903
S2102,LUFINGO SECONDARY SCHOOL,Mbeya,Southern Highlands,113,100,58,58,58,yellow,4.318,8,8,1949,2100
S1303,UROA  SECONDARY SCHOOL,Unguja,Zanzibar,70,67,51,51,76,green,4.318,8,8,1950,1588
S1844,KIKWE SECONDARY SCHOOL,Arusha,Northern,89,59,35,35,59,yellow,4.3183,8,8,1951,1668
S3229,CHANGANYIKENI SECONDARY SCHOOL,Dar es Salaam,Coastal,131,117,69,69,59,yellow,4.3185,8,8,1952,2141
S1262,MATEMA BEACH SECONDARY SCHOOL,Mbeya,Southern Highlands,161,145,95,95,66,green,4.3185,8,8,1953,2054
S3495,KISAZA SECONDARY SCHOOL,Tanga,Northern,46,39,24,24,62,green,4.3186,8,8,1954,945
S4360,SINTALI SECONDARY SCHOOL,Rukwa,Southern Highlands,47,46,30,30,65,green,4.3188,8,8,1955,850
S0926,KOMAKYA SECONDARY SCHOOL,Kilimanjaro,Northern,154,153,93,93,61,green,4.3188,8,8,1956,1502
S2855,KIRACHI SECONDARY SCHOOL,Kilimanjaro,Northern,82,76,51,51,67,green,4.3192,8,7,1957,199
S0698,ECKERNFORDE SECONDARY SCHOOL,Tanga,Northern,135,127,76,76,60,yellow,4.3193,8,8,1958,995
S1555,UNGUJA UKUU SECONDARY SCHOOL,Unguja,Zanzibar,44,44,36,36,82,green,4.3195,8,9,1959,1953
S0487,MADUNDA SECONDARY SCHOOL,Njombe,Southern Highlands,118,111,73,73,66,green,4.3195,8,8,1960,1794
S4855,MIANDI SECONDARY SCHOOL,Singida,Central,68,37,22,22,59,yellow,4.3199,8,8,1961,660
S1127,BUGANDO SECONDARY SCHOOL,Geita,Lake,121,117,76,76,65,green,4.32,8,8,1962,1877
S3202,CANE GROWERS SECONDARY SCHOOL,Morogoro,Southern Highlands,78,40,24,24,60,green,4.3201,8,8,1963,1583
S4185,RUNGWE MPYA SECONDARY SCHOOL,Kigoma,Lake,77,77,48,48,62,green,4.3203,8,8,1964,1224
S0931,ILKIDING'A SECONDARY SCHOOL,Arusha,Northern,219,184,113,113,61,green,4.3208,8,8,1965,1032
S2194,MAKURU SECONDARY SCHOOL,Singida,Central,56,48,32,32,67,green,4.3208,8,8,1966,1702
S3069,MKOMBOLE SECONDARY SCHOOL,Kilimanjaro,Northern,47,46,16,16,35,red,4.3211,8,8,1967,1641
S3323,GOMBERO SECONDARY SCHOOL,Tanga,Northern,68,57,39,39,68,green,4.3212,8,8,1968,739
S1466,MAGADINI SECONDARY SCHOOL,Kilimanjaro,Northern,113,105,54,54,51,yellow,4.3212,8,7,1969,923
S5096,KIMANI SECONDARY SCHOOL,Pwani,Coastal,64,49,28,28,57,yellow,4.3213,8,7,1970,853
S4002,"MWANAKWEREKWE ""C"" SECONDARY SCHOOL",Unguja,Zanzibar,241,239,180,180,75,green,4.3214,8,8,1971,2105
S0917,IHEMBE SECONDARY SCHOOL,Kagera,Lake,61,57,33,33,58,yellow,4.3216,8,8,1972,914
S1186,MAKITA SECONDARY SCHOOL,Ruvuma,Southern Highlands,119,111,74,74,67,green,4.3218,8,8,1973,1009
S1227,MISASI SECONDARY SCHOOL,Mwanza,Lake,151,140,72,72,51,yellow,4.3221,8,8,1974,1249
S2401,KIDOTI SECONDARY SCHOOL,Unguja,Zanzibar,61,61,51,51,84,green,4.3222,8,9,1975,2163
S2503,IBABA SECONDARY SCHOOL,Mbeya,Southern Highlands,104,98,64,64,65,green,4.3224,8,9,1976,2182
S0463,NGOREME SECONDARY SCHOOL,Mara ,Southern Highlands,116,97,55,55,57,yellow,4.3229,8,8,1977,1190
S2830,NYAKALIRO SECONDARY SCHOOL,Mwanza,Lake,131,115,69,69,60,green,4.3232,8,7,1978,654
S1483,KALEMBO SECONDARY SCHOOL,Ruvuma,Southern Highlands,62,53,42,42,79,green,4.3233,8,7,1979,277
S0490,SHEMSANGA SECONDARY SCHOOL,Tanga,Northern,235,154,96,96,62,green,4.3236,8,8,1980,2137
S2292,MSOWERO SECONDARY SCHOOL,Morogoro,Southern Highlands,62,42,18,18,43,yellow,4.3238,8,9,1981,1900
S3978,MIKIWU SECONDARY SCHOOL,Singida,Central,44,37,27,27,73,green,4.3241,8,8,1982,967
S2168,TAWA SECONDARY SCHOOL,Morogoro,Southern Highlands,50,47,33,33,70,green,4.3242,8,9,1983,2038
S4116,HASSANALI DAMJI SECONDARY SCHOOL,Pwani,Coastal,96,79,44,44,56,yellow,4.3245,8,8,1984,1772
S3034,MTONI SECONDARY SCHOOL,Mwanza,Lake,240,170,100,100,59,yellow,4.3246,8,7,1985,506
S1720,MANCHALI SECONDARY SCHOOL,Dodoma,Central,76,65,46,46,71,green,4.3248,8,8,1986,1437
S2171,KISAKI SECONDARY SCHOOL,Morogoro,Southern Highlands,63,53,33,33,62,green,4.3249,8,8,1987,953
S2936,BAGA SECONDARY SCHOOL,Tanga,Northern,51,51,31,31,61,green,4.3249,8,8,1988,1455
S0711,KITOMONDO SECONDARY SCHOOL,Pwani,Coastal,50,47,32,32,68,green,4.325,8,8,1989,768
S1708,SHIMBI SECONDARY SCHOOL,Kilimanjaro,Northern,124,116,66,66,57,yellow,4.3253,8,8,1990,1198
S0764,IZIGO SECONDARY SCHOOL,Kagera,Lake,169,151,108,108,72,green,4.3253,8,8,1991,1025
S1242,VUMARI SECONDARY SCHOOL,Kilimanjaro,Northern,139,138,89,89,64,green,4.3254,8,7,1992,836
S4798,SHISYETE SECONDARY SCHOOL,Mbeya,Southern Highlands,86,80,51,51,64,green,4.3259,8,8,1993,1550
S3133,WIGAMBA SECONDARY SCHOOL,Mbeya,Southern Highlands,151,130,71,71,55,yellow,4.3261,8,7,1994,633
S3987,GUNGU SECONDARY SCHOOL,Kigoma,Lake,125,118,66,66,56,yellow,4.3262,8,9,1995,2032
S0817,PAUL BOMANI SECONDARY SCHOOL,Mwanza,Lake,88,72,43,43,60,yellow,4.3265,8,8,1996,1770
S1199,MADABA SECONDARY SCHOOL,Ruvuma,Southern Highlands,64,57,37,37,65,green,4.3265,8,8,1997,1700
S3877,CHIEF NTINGINYA SECONDARY SCHOOL,Tabora,Central,133,110,65,65,59,yellow,4.3268,8,7,1998,675
S4033,MKWAWA SECONDARY SCHOOL,Iringa,Southern Highlands,114,86,47,47,55,yellow,4.327,8,7,1999,731
S1265,NKOANRUA SECONDARY SCHOOL,Arusha,Northern,262,261,131,131,50,yellow,4.3272,8,7,2000,772
S1476,IKUWO SECONDARY SCHOOL,Njombe,Southern Highlands,68,68,48,48,71,green,4.3274,8,7,2001,542
S3999,KIPAGAMO SECONDARY SCHOOL,Njombe,Southern Highlands,142,133,78,78,59,yellow,4.3274,8,7,2002,734
S2050,NYANDEO SECONDARY SCHOOL,Morogoro,Southern Highlands,102,68,36,36,53,yellow,4.3276,8,7,2003,711
S1336,BITALE SECONDARY SCHOOL,Kigoma,Lake,134,124,78,78,63,green,4.3276,8,8,2004,1472
S3902,MISEZERO SECONDARY SCHOOL,Kigoma,Lake,112,97,60,60,62,green,4.3276,8,7,2005,628
S3046,MIRONGO SECONDARY SCHOOL,Mwanza,Lake,198,169,101,101,60,yellow,4.3279,8,7,2006,517
S2679,ILAMBILOLE SECONDARY SCHOOL,Iringa,Southern Highlands,79,77,44,44,57,yellow,4.3281,8,8,2007,1334
S1244,MOYOWOSI SECONDARY SCHOOL,Kigoma,Lake,85,79,51,51,65,green,4.3281,8,7,2008,577
S4413,MANGHWETA SECONDARY SCHOOL,Dodoma,Central,40,39,24,24,62,green,4.3282,8,7,2009,479
S0553,NEWALA SECONDARY SCHOOL,Mtwara,Southern Highlands,116,108,65,65,60,green,4.3285,8,8,2010,1475
S0521,MATOMBO SECONDARY SCHOOL,Morogoro,Southern Highlands,91,73,53,53,73,green,4.3286,8,8,2011,979
S1752,NYAMATONGO SECONDARY SCHOOL,Mwanza,Lake,157,131,86,86,66,green,4.3287,8,7,2012,390
S1091,BUNGURERE SECONDARY SCHOOL,Mara ,Southern Highlands,125,114,72,72,63,green,4.3292,8,7,2013,800
S1295,FORODHANI-ZANZIBAR SECONDARY SCHOOL,Unguja,Zanzibar,109,107,83,83,78,green,4.3295,8,8,2014,2091
S2349,MGOLA SECONDARY SCHOOL,Njombe,Southern Highlands,85,83,57,57,69,green,4.3301,8,7,2015,946
S4313,LUSWISI SECONDARY SCHOOL,Mbeya,Southern Highlands,58,54,35,35,65,green,4.3302,8,8,2016,1369
S3759,MUTUKA SECONDARY SCHOOL,Manyara,Northern,53,51,32,32,63,green,4.3304,8,9,2017,1993
S1557,MWERA SECONDARY SCHOOL,Unguja,Zanzibar,110,108,73,73,68,green,4.3306,8,8,2018,1661
S2644,KINAMPANDA SECONDARY SCHOOL,Singida,Central,94,78,57,57,73,green,4.3306,8,8,2019,1853
S0948,BUMANGI SECONDARY SCHOOL,Mara ,Southern Highlands,161,153,97,97,63,green,4.3308,8,8,2020,1698
S0786,NDONO SECONDARY SCHOOL,Tabora,Central,96,92,61,61,66,green,4.3308,8,8,2021,1433
S4725,MAKWEMA SECONDARY SCHOOL,Iringa,Southern Highlands,92,80,51,51,64,green,4.3308,8,8,2022,2040
S1926,ISAKA  SECONDARY SCHOOL,Shinyanga,Lake,208,156,94,94,60,green,4.3311,8,8,2023,1002
S1073,NYANUNGU SECONDARY SCHOOL,Mara ,Southern Highlands,98,83,52,52,63,green,4.3312,8,8,2024,1895
S3283,NYAKASUNGWA SECONDARY SCHOOL,Mwanza,Lake,126,65,42,42,65,green,4.3313,8,8,2025,1569
S0959,MLALI SECONDARY SCHOOL,Dodoma,Central,92,78,41,41,53,yellow,4.3315,8,8,2026,1412
S1672,MAFULALA SECONDARY SCHOOL,Rukwa,Southern Highlands,195,178,114,114,64,green,4.3317,8,7,2027,952
S3222,MBAGALA KUU SECONDARY SCHOOL,Dar es Salaam,Coastal,332,311,195,195,63,green,4.3321,8,8,2028,1591
S1869,IGOGO SECONDARY SCHOOL,Mwanza,Lake,186,126,66,66,52,yellow,4.3321,8,8,2029,1562
S2363,FARM 17 SECONDARY SCHOOL,Lindi,Coastal,51,47,31,31,66,green,4.3322,8,9,2030,2220
S0844,THAQALAIN ISLAMIC SEMINARY,Dar es Salaam,Coastal,96,86,62,62,72,green,4.3323,8,8,2031,1999
S3475,JIPE SECONDARY SCHOOL,Kilimanjaro,Northern,89,71,44,44,62,green,4.3334,8,8,2032,735
S1392,NATTA SECONDARY SCHOOL,Mara ,Southern Highlands,120,116,71,71,61,green,4.3336,8,8,2033,1340
S0975,NGURUKA SECONDARY SCHOOL,Kigoma,Lake,80,66,42,42,64,green,4.334,8,8,2034,1617
S3460,MLOWA SECONDARY SCHOOL,Iringa,Southern Highlands,55,43,27,27,63,green,4.3344,8,8,2035,1412
S3382,MWAKIPESILE SECONDARY SCHOOL,Mbeya,Southern Highlands,40,38,24,24,63,green,4.3345,8,9,2036,1808
S2927,CHITETE SECONDARY SCHOOL,Mbeya,Southern Highlands,44,41,28,28,68,green,4.3345,8,8,2037,1438
S1834,MANTARE SECONDARY SCHOOL,Mwanza,Lake,45,45,29,29,64,green,4.3345,8,7,2038,349
S4663,MSAMBWENI SECONDARY SCHOOL,Tanga,Northern,99,82,48,48,59,yellow,4.3346,8,9,2039,2299
S0970,DUTWA SECONDARY SCHOOL,Simiyu,Lake,85,77,44,44,57,yellow,4.3348,8,8,2040,998
S0774,LUPA SECONDARY SCHOOL,Mbeya,Southern Highlands,111,104,59,59,57,yellow,4.3351,8,8,2041,1572
S2713,NYAMUNGA SECONDARY SCHOOL,Mara ,Southern Highlands,137,126,67,67,53,yellow,4.3353,8,8,2042,2019
S1549,ENGUTOTO SECONDARY SCHOOL,Arusha,Northern,176,163,97,97,60,yellow,4.3354,8,8,2043,1393
S3628,MSHIKAMANO SECONDARY SCHOOL,Mbeya,Southern Highlands,218,192,115,115,60,yellow,4.3355,8,7,2044,870
S3927,KASHAULILI SECONDARY SCHOOL,Katavi,Southern Highlands,150,131,70,70,53,yellow,4.3357,8,7,2045,705
S3151,ISALAVANU SECONDARY SCHOOL,Iringa,Southern Highlands,72,67,46,46,69,green,4.3358,8,8,2046,1144
S1444,KABILA SECONDARY SCHOOL,Mwanza,Lake,121,109,62,62,57,yellow,4.3367,8,8,2047,1322
S2056,LUHOLOLO SECONDARY SCHOOL,Njombe,Southern Highlands,46,45,29,29,64,green,4.3374,8,8,2048,1487
S2162,KYAKA SECONDARY SCHOOL,Kagera,Lake,125,114,72,72,63,green,4.3377,8,7,2049,267
S2323,MHANDE SECONDARY SCHOOL,Mwanza,Lake,68,60,37,37,62,green,4.339,8,8,2050,1481
S2736,BUIGIRI SECONDARY SCHOOL,Dodoma,Central,72,61,32,32,52,yellow,4.3395,8,8,2051,1851
S2974,IGAGANULWA SECONDARY SCHOOL,Simiyu,Lake,45,43,28,28,65,green,4.3395,8,8,2052,655
S3204,NASSORO SEIF SECONDARY SCHOOL,Morogoro,Southern Highlands,115,108,62,62,57,yellow,4.3397,8,7,2053,752
S4223,MBWENITETA SECONDARY SCHOOL,Dar es Salaam,Coastal,151,121,73,73,60,green,4.3397,8,8,2054,1813
S0878,MILENGWELENGWE SECONDARY SCHOOL,Morogoro,Southern Highlands,61,58,35,35,60,green,4.3401,8,9,2055,1863
S0643,DAREDA SECONDARY SCHOOL,Manyara,Northern,205,180,102,102,57,yellow,4.3402,8,8,2056,1943
S4547,MURUGWANZA SECONDARY SCHOOL,Kagera,Lake,120,107,67,67,63,green,4.3403,8,8,2057,1493
S0428,MPECHI SECONDARY SCHOOL,Njombe,Southern Highlands,178,162,92,92,57,yellow,4.3407,8,8,2058,1220
S1545,RAHALEO SECONDARY SCHOOL,Mtwara,Southern Highlands,122,114,61,61,54,yellow,4.3409,8,8,2059,1030
S0949,IRKISONGO SECONDARY SCHOOL,Arusha,Northern,212,212,127,127,60,yellow,4.341,8,8,2060,1614
S3584,NGULA SECONDARY SCHOOL,Mwanza,Lake,65,63,31,31,49,yellow,4.3411,8,8,2061,1004
S0791,KIGAMBONI SECONDARY SCHOOL,Dar es Salaam,Coastal,134,132,80,80,61,green,4.3413,8,7,2062,826
S2286,KINYANAMBO SECONDARY SCHOOL,Iringa,Southern Highlands,163,154,93,93,60,green,4.3414,8,8,2063,980
S3351,IBINZAMATA SECONDARY SCHOOL,Shinyanga,Lake,100,97,61,61,63,green,4.3415,8,7,2064,567
S0488,RUTABO SECONDARY SCHOOL,Kagera,Lake,168,155,81,81,52,yellow,4.3416,8,8,2065,1783
S3559,NG'AMBWA SECONDARY SCHOOL,Pemba,Zanzibar,72,71,61,61,86,green,4.3419,8,8,2066,1940
S1776,BULELA SECONDARY SCHOOL,Geita,Lake,61,58,34,34,59,yellow,4.342,8,8,2067,1188
S1166,MLIMBA DAY SECONDARY SCHOOL,Morogoro,Southern Highlands,130,114,59,59,52,yellow,4.342,8,8,2068,1211
S1544,MWENA SECONDARY SCHOOL,Mtwara,Southern Highlands,133,111,65,65,59,yellow,4.3421,8,9,2069,2216
S3847,NYASHIMBI SECONDARY SCHOOL,Shinyanga,Lake,121,114,65,65,57,yellow,4.3425,8,8,2070,1496
S3157,BUNDIKANI SECONDARY SCHOOL,Pwani,Coastal,203,185,96,96,52,yellow,4.3429,8,8,2071,1193
S3249,SAWENI SECONDARY SCHOOL,Kilimanjaro,Northern,77,76,44,44,58,yellow,4.3431,8,8,2072,1439
S5009,NZOVU SECONDARY SCHOOL,Mbeya,Southern Highlands,76,70,50,50,71,green,4.3431,8,8,2073,1792
S3512,LUMULI SECONDARY SCHOOL,Iringa,Southern Highlands,52,48,29,29,60,green,4.3436,8,8,2074,690
S0464,KILOMBERO SECONDARY SCHOOL,Morogoro,Southern Highlands,191,154,95,95,62,green,4.3437,8,8,2075,1466
S0411,KONDE SECONDARY SCHOOL,Pemba,Zanzibar,115,111,83,83,75,green,4.3438,8,9,2076,2265
S1039,GITTING SECONDARY SCHOOL,Manyara,Northern,71,71,32,32,45,yellow,4.3438,8,8,2077,1967
S1892,AFRICANA SECONDARY SCHOOL,Dar es Salaam,Coastal,77,63,39,39,62,green,4.344,8,9,2078,1829
S0839,NGERENGERE DAY SECONDARY SCHOOL,Morogoro,Southern Highlands,104,102,65,65,64,green,4.3441,8,8,2079,1123
S4106,NDEMBEZI SECONDARY SCHOOL,Tabora,Central,54,51,32,32,63,green,4.3441,8,7,2080,301
S0996,NANSIMO SECONDARY SCHOOL,Mara ,Southern Highlands,96,89,56,56,63,green,4.3442,8,7,2081,651
S3326,KWAFUNGO SECONDARY SCHOOL,Tanga,Northern,59,53,35,35,66,green,4.3443,8,8,2082,965
S4132,NAMIHORO SECONDARY SCHOOL,Ruvuma,Southern Highlands,81,68,40,40,59,yellow,4.3445,8,8,2083,1711
S1758,MGOMBA DAY SECONDARY SCHOOL,Ruvuma,Southern Highlands,101,88,59,59,67,green,4.3451,8,9,2084,2292
S2890,KIZOTA SECONDARY SCHOOL,Dodoma,Central,134,55,29,29,53,yellow,4.3453,8,7,2085,892
S0928,GIDAS SECONDARY SCHOOL,Manyara,Northern,106,104,52,52,50,yellow,4.3453,8,8,2086,1604
S3396,BUSHIRI SECONDARY SCHOOL,Tanga,Northern,43,34,21,21,62,green,4.3454,8,7,2087,626
S3989,MASANGA SECONDARY SCHOOL,Kigoma,Lake,186,171,101,101,59,yellow,4.3454,8,8,2088,1275
S1732,MBALAMAZIWA SECONDARY SCHOOL,Iringa,Southern Highlands,105,101,63,63,62,green,4.3455,8,7,2089,506
S1398,MWINGIRO SECONDARY SCHOOL,Geita,Lake,85,60,42,42,70,green,4.3455,8,8,2090,920
S0815,MBINGA SECONDARY SCHOOL,Ruvuma,Southern Highlands,137,124,71,71,57,yellow,4.3456,8,7,2091,643
S1951,CHIKOLE SECONDARY SCHOOL,Dodoma,Central,105,87,46,46,53,yellow,4.3459,8,8,2092,1250
S2547,LYANDEMBELA SECONDARY SCHOOL,Iringa,Southern Highlands,138,126,82,82,65,green,4.3459,8,7,2093,860
S4671,MAHANJE SECONDARY SCHOOL,Ruvuma,Southern Highlands,49,49,29,29,59,yellow,4.3459,8,,2094,
S2407,POTOA SECONDARY SCHOOL,Unguja,Zanzibar,63,59,45,45,76,green,4.3459,8,8,2095,2058
S1484,SAKILA SECONDARY SCHOOL,Arusha,Northern,70,68,41,41,60,green,4.346,8,8,2096,1459
S1772,MLETELE SECONDARY SCHOOL,Ruvuma,Southern Highlands,48,46,28,28,61,green,4.3462,8,7,2097,521
S1610,CHIEF KIDULILE SECONDARY SCHOOL,Njombe,Southern Highlands,96,78,49,49,63,green,4.3462,8,8,2098,1361
S2631,MUKILIMA SECONDARY SCHOOL,Njombe,Southern Highlands,154,115,65,65,57,yellow,4.3463,8,8,2099,1925
S3059,IGURWA SECONDARY SCHOOL,Kagera,Lake,89,81,52,52,64,green,4.3466,8,9,2100,2225
S4945,BUJUNANGOMA SECONDARY SCHOOL,Kagera,Lake,55,42,29,29,69,green,4.3469,8,7,2101,535
S2810,SAMUNGE SECONDARY SCHOOL,Arusha,Northern,91,76,47,47,62,green,4.3469,8,9,2102,2224
S2851,MEMA SECONDARY SCHOOL,Kilimanjaro,Northern,70,65,38,38,58,yellow,4.3471,8,8,2103,1469
S4817,ARASH SECONDARY SCHOOL,Arusha,Northern,123,112,64,64,57,yellow,4.3472,8,8,2104,1944
S4044,EWONG'ON SECONDARY SCHOOL,Manyara,Northern,50,46,28,28,61,green,4.3473,8,9,2105,2247
S3411,MONICA MBEGA SECONDARY SCHOOL,Ruvuma,Southern Highlands,40,38,30,30,79,green,4.3473,8,9,2106,1948
S1020,MACHOCHWE SECONDARY SCHOOL,Mara ,Southern Highlands,69,60,36,36,60,green,4.3474,8,7,2107,551
S0735,KATUMBA SECONDARY SCHOOL,Katavi,Southern Highlands,221,174,100,100,57,yellow,4.3478,8,7,2108,884
S2355,NGULUGULU SECONDARY SCHOOL,Mbeya,Southern Highlands,54,52,27,27,52,yellow,4.3481,8,8,2109,2012
S3480,MAZUNGWE SECONDARY SCHOOL,Kigoma,Lake,92,84,64,64,76,green,4.3482,8,8,2110,1750
S3410,KILINDONI SECONDARY SCHOOL,Pwani,Coastal,57,57,31,31,54,yellow,4.3485,8,8,2111,930
S2207,KUNZUGU SECONDARY SCHOOL,Mara ,Southern Highlands,155,136,78,78,57,yellow,4.3486,8,7,2112,566
S2309,KWAMSISI SECONDARY SCHOOL,Tanga,Northern,75,51,31,31,61,green,4.3487,8,8,2113,1418
S1845,SEEKE SECONDARY SCHOOL,Shinyanga,Lake,43,43,26,26,60,green,4.3491,8,8,2114,784
S1640,KIPERA SECONDARY SCHOOL,Morogoro,Southern Highlands,114,112,64,64,57,yellow,4.3494,8,7,2115,661
S1215,ENGUSERO SECONDARY SCHOOL,Manyara,Northern,71,62,36,36,58,yellow,4.3496,8,8,2116,1360
S1716,KIBAIGWA SECONDARY SCHOOL,Dodoma,Central,168,156,101,101,65,green,4.3501,8,8,2117,1627
S4869,MICHENI SECONDARY SCHOOL,Pwani,Coastal,51,43,34,34,79,green,4.3506,8,8,2118,1402
S1690,KILAGANO SECONDARY SCHOOL,Ruvuma,Southern Highlands,42,40,29,29,73,green,4.3507,8,8,2119,808
S2134,KISULUNI SECONDARY SCHOOL,Kilimanjaro,Northern,106,104,58,58,56,yellow,4.3508,8,8,2120,1240
S3575,BARGISH SECONDARY SCHOOL,Manyara,Northern,142,138,80,80,58,yellow,4.3508,8,8,2121,1156
S4171,MKIGO SECONDARY SCHOOL,Kigoma,Lake,59,58,38,38,66,green,4.3509,8,9,2122,1956
S1001,MBESA SECONDARY SCHOOL,Ruvuma,Southern Highlands,134,111,61,61,55,yellow,4.3509,8,8,2123,1993
S0669,UTETE SECONDARY SCHOOL,Pwani,Coastal,117,111,67,67,60,green,4.3509,8,7,2124,838
S2305,MURANDA SECONDARY SCHOOL,Mara ,Southern Highlands,75,65,42,42,65,green,4.351,8,9,2125,2234
S3304,BOMA SECONDARY SCHOOL,Kilimanjaro,Northern,142,131,72,72,55,yellow,4.3512,8,7,2126,766
S1105,SUBA SECONDARY SCHOOL,Mara ,Southern Highlands,56,34,19,19,56,yellow,4.3515,8,8,2127,1189
S1425,BADUGU SECONDARY SCHOOL,Simiyu,Lake,126,84,46,46,55,yellow,4.3516,8,8,2128,1965
S1627,NAMASAKATA SECONDARY SCHOOL,Ruvuma,Southern Highlands,73,65,46,46,71,green,4.3518,8,9,2129,2271
S0609,MATAI SECONDARY SCHOOL,Rukwa,Southern Highlands,138,130,77,77,59,yellow,4.352,8,8,2130,1106
S0238,MRUMA GIRLS SECONDARY SCHOOL,Kilimanjaro,Northern,56,55,37,37,67,green,4.3521,8,8,2131,1117
S0912,BOGWE SECONDARY SCHOOL,Kigoma,Lake,182,176,107,107,61,green,4.3523,8,7,2132,680
S1470,KIARA SECONDARY SCHOOL,Mara ,Southern Highlands,186,143,84,84,59,yellow,4.3525,8,7,2133,660
S5151,FARAJA SECONDARY SCHOOL,Unguja,Zanzibar,301,287,218,218,76,green,4.3529,8,9,2134,2242
S1494,ULEMBWE SECONDARY SCHOOL,Njombe,Southern Highlands,165,156,91,91,58,yellow,4.3532,8,8,2135,1514
S1300,KWAMTIPURA SECONDARY SCHOOL,Unguja,Zanzibar,153,146,112,112,77,green,4.3536,8,8,2136,2052
S1346,MIKALANGA SECONDARY SCHOOL,Ruvuma,Southern Highlands,59,59,34,34,58,yellow,4.3536,8,7,2137,606
S3511,MBARALI SECONDARY SCHOOL,Mbeya,Southern Highlands,188,163,96,96,59,yellow,4.3536,8,8,2138,1480
S3171,MAKWALE SECONDARY SCHOOL,Mbeya,Southern Highlands,164,132,80,80,61,green,4.3538,8,8,2139,1541
S1818,BARAA SECONDARY SCHOOL,Arusha,Northern,264,260,162,162,62,green,4.354,8,7,2140,821
S3060,KAMULI SECONDARY SCHOOL,Kagera,Lake,61,58,28,28,48,yellow,4.3544,8,8,2141,1869
S4240,MWEMBELADU SECONDARY SCHOOL,Unguja,Zanzibar,228,223,176,176,79,green,4.3544,8,9,2142,2214
S4960,SUYE SECONDARY SCHOOL,Arusha,Northern,154,147,95,95,65,green,4.3552,8,,2143,
S3963,NYAMTUKUZA SECONDARY SCHOOL,Kigoma,Lake,41,34,20,20,59,yellow,4.3552,8,9,2144,1832
S2039,NGONGO SECONDARY SCHOOL,Lindi,Coastal,74,69,41,41,59,yellow,4.3558,8,8,2145,1680
S1535,NAWENGE SECONDARY SCHOOL,Morogoro,Southern Highlands,126,96,59,59,61,green,4.3558,8,8,2146,2001
S1739,NKENDE SECONDARY SCHOOL,Mara ,Southern Highlands,220,193,121,121,63,green,4.3559,8,8,2147,1182
S3568,BASHAY SECONDARY SCHOOL,Manyara,Northern,68,57,32,32,56,yellow,4.3565,8,8,2148,1823
S0997,MBUGUNI SECONDARY SCHOOL,Arusha,Northern,120,116,76,76,66,green,4.3571,8,8,2149,2005
S2907,OLOKII SECONDARY SCHOOL,Arusha,Northern,176,171,90,90,53,yellow,4.3571,8,9,2150,2205
S1712,ENDALLAH SECONDARY SCHOOL,Arusha,Northern,116,116,61,61,53,yellow,4.3574,8,8,2151,1353
S2592,KANYELELE SECONDARY SCHOOL,Mwanza,Lake,71,67,40,40,60,yellow,4.3574,8,8,2152,2064
S2921,ISANGU SECONDARY SCHOOL,Mbeya,Southern Highlands,175,156,94,94,60,green,4.3577,8,8,2153,1205
S3695,NAMOMBWE SECONDARY SCHOOL,Mtwara,Southern Highlands,47,44,29,29,66,green,4.3577,8,8,2154,747
S4770,DUNDANI SECONDARY SCHOOL,Pwani,Coastal,68,50,32,32,64,green,4.3582,8,7,2155,637
S3312,SAWE SECONDARY SCHOOL,Kilimanjaro,Northern,59,59,30,30,51,yellow,4.3584,8,8,2156,1209
S4785,KIRANDO SECONDARY SCHOOL,Rukwa,Southern Highlands,78,67,43,43,64,green,4.3586,8,8,2157,2116
S1878,NASHOLI SECONDARY SCHOOL,Arusha,Northern,70,69,36,36,52,yellow,4.3586,8,9,2158,2183
S1920,SUUMU SECONDARY SCHOOL,Kilimanjaro,Northern,113,109,65,65,60,yellow,4.3586,8,7,2159,809
S2149,PANGALE SECONDARY SCHOOL,Tabora,Central,40,34,22,22,65,green,4.3589,8,8,2160,1549
S2427,ISONGOLE SECONDARY SCHOOL,Mbeya,Southern Highlands,159,139,71,71,51,yellow,4.359,8,8,2161,1123
S2028,MARINGENI SECONDARY SCHOOL,Kilimanjaro,Northern,76,65,43,43,66,green,4.359,8,7,2162,351
S2361,MAVANGA SECONDARY SCHOOL,Njombe,Southern Highlands,53,43,26,26,60,green,4.3592,8,8,2163,1108
S4382,BWINA SECONDARY SCHOOL,Geita,Lake,55,54,33,33,61,green,4.3594,8,8,2164,857
