CENTRE CODE,key,REGION NAME,AREA NAME,REGIST. CAND. 2015,CLEAN CAND. 2015,PASSED CAND. (I to IV) 2015,value,PASSED PERCENT,color,AVERAGE GPA 2015,BAND OF SCHOOL 2015,BAND OF SCHOOL 2014,RANK OF SCHOOL 2015,RANK OF SCHOOL 2014
S3115,MARIKA SECONDARY SCHOOL,Mtwara,Southern Highlands,52,51,33,33,65,green,4.3595,8,9,2165,1944
S3569,MUKANGWA SECONDARY SCHOOL,Tabora,Central,52,45,27,27,60,green,4.3603,8,8,2166,884
S4590,NAKATUNGURU SECONDARY SCHOOL,Mwanza,Lake,105,96,62,62,65,green,4.3606,8,8,2167,952
S3058,KIMULI SECONDARY SCHOOL,Kagera,Lake,43,43,26,26,60,green,4.3607,8,8,2168,1327
S0988,MUNDEMU SECONDARY SCHOOL,Dodoma,Central,121,114,70,70,61,green,4.3611,8,7,2169,935
S3596,MAVALA SECONDARY SCHOOL,Njombe,Southern Highlands,64,60,37,37,62,green,4.3611,8,8,2170,1425
S2777,NGUVU MPYA SECONDARY SCHOOL,Dar es Salaam,Coastal,126,57,32,32,56,yellow,4.3613,8,8,2171,1276
S1276,DAR ES SALAAM PRIME SECONDARY SCHOOL,Dar es Salaam,Coastal,74,72,46,46,64,green,4.3619,8,,2172,
S4726,BUTOBELA SECONDARY SCHOOL,Geita,Lake,50,16,10,10,63,green,4.3621,8,8,2173,776
S0816,KISELU SECONDARY SCHOOL,Kilimanjaro,Northern,129,129,83,83,64,green,4.3623,8,7,2174,796
S2894,MAKOLE SECONDARY SCHOOL,Dodoma,Central,160,98,54,54,55,yellow,4.3624,8,8,2175,1723
S4250,KUSINI SECONDARY SCHOOL,Unguja,Zanzibar,49,48,33,33,69,green,4.3624,8,8,2176,2135
S1584,KIWANJA SECONDARY SCHOOL,Mbeya,Southern Highlands,74,70,40,40,57,yellow,4.3629,8,8,2177,1494
S2826,KIPAGALO SECONDARY SCHOOL,Njombe,Southern Highlands,77,76,37,37,49,yellow,4.3629,8,8,2178,1570
S1018,PUGE SECONDARY SCHOOL,Tabora,Central,43,39,24,24,62,green,4.363,8,7,2179,583
S1924,MWASELE  SECONDARY SCHOOL,Shinyanga,Lake,228,212,120,120,57,yellow,4.3631,8,8,2180,1426
S0535,MAKOGA SECONDARY SCHOOL,Njombe,Southern Highlands,62,62,41,41,66,green,4.3635,8,8,2181,667
S2082,BUMASWA DAY SECONDARY SCHOOL,Mara ,Southern Highlands,58,48,30,30,63,green,4.3636,8,8,2182,1675
S1663,NYACHILULUMA SECONDARY SCHOOL,Geita,Lake,52,47,29,29,62,green,4.3638,8,8,2183,683
S3226,NZASA SECONDARY SCHOOL,Dar es Salaam,Coastal,330,285,153,153,54,yellow,4.3639,8,8,2184,1097
S2814,ENDABASH SECONDARY SCHOOL,Arusha,Northern,109,99,55,55,56,yellow,4.364,8,8,2185,1754
S0767,MVOMERO SECONDARY SCHOOL,Morogoro,Southern Highlands,120,113,66,66,58,yellow,4.3645,8,7,2186,353
S1514,WASA SECONDARY SCHOOL,Iringa,Southern Highlands,95,89,61,61,69,green,4.3645,8,8,2187,2073
S1170,NDIJANI SECONDARY SCHOOL,Unguja,Zanzibar,74,72,59,59,82,green,4.3646,8,8,2188,1970
S3688,KISHENGWENI SECONDARY SCHOOL,Kilimanjaro,Northern,114,99,61,61,62,green,4.3646,8,9,2189,2157
S4200,CHIEF GIDOBAT SECONDARY SCHOOL,Manyara,Northern,57,55,31,31,56,yellow,4.3647,8,8,2190,2071
S3050,MPUNGUZI SECONDARY SCHOOL,Dodoma,Central,120,108,62,62,57,yellow,4.3647,8,8,2191,1734
S2865,KWASHUNGU SECONDARY SCHOOL,Morogoro,Southern Highlands,116,106,62,62,58,yellow,4.365,8,8,2192,1549
S3052,NYAKASIMBI SECONDARY SCHOOL,Kagera,Lake,48,45,25,25,56,yellow,4.3655,8,8,2193,691
S1461,KISAKA SECONDARY SCHOOL,Mara ,Southern Highlands,52,44,30,30,68,green,4.3658,8,8,2194,1928
S0834,PANDANI SECONDARY SCHOOL,Pemba,Zanzibar,44,44,29,29,66,green,4.3659,8,,2195,
S0776,MITOLE SECONDARY SCHOOL,Lindi,Coastal,40,38,24,24,63,green,4.3661,8,8,2196,1065
S1738,NYAMBONO SECONDARY SCHOOL,Mara ,Southern Highlands,178,134,81,81,60,green,4.3663,8,8,2197,1497
S2461,CHIWE SECONDARY SCHOOL,Dodoma,Central,54,32,19,19,59,yellow,4.3667,8,8,2198,1089
S2019,TANYA DAY SECONDARY SCHOOL,Kilimanjaro,Northern,56,52,34,34,65,green,4.3668,8,8,2199,1112
S3950,NANHYANGA SECONDARY SCHOOL,Mtwara,Southern Highlands,44,41,28,28,68,green,4.3669,8,8,2200,813
S3266,NGENGE SECONDARY SCHOOL,Kagera,Lake,61,60,39,39,65,green,4.367,8,9,2201,2167
S3363,NANSIO SECONDARY SCHOOL,Mwanza,Lake,164,154,90,90,58,yellow,4.3674,8,7,2202,439
S0976,OLJORO SECONDARY SCHOOL,Arusha,Northern,52,40,26,26,65,green,4.3675,8,8,2203,1945
S3271,IJUGANYONDO SECONDARY SCHOOL,Kagera,Lake,48,40,25,25,63,green,4.3675,8,8,2204,769
S2022,MRAMBA DAY SECONDARY SCHOOL,Kilimanjaro,Northern,71,60,30,30,50,yellow,4.3676,8,8,2205,1330
S2032,CHINANGALI SECONDARY SCHOOL,Dodoma,Central,202,184,104,104,57,yellow,4.3678,8,8,2206,1527
S1305,MINUNGWINI SECONDARY SCHOOL,Pemba,Zanzibar,67,65,49,49,75,green,4.3684,8,9,2207,2246
S1729,IPERA SECONDARY SCHOOL,Dodoma,Central,75,74,45,45,61,green,4.3684,8,8,2208,1605
S2099,SAKASAKA  SECONDARY SCHOOL,Simiyu,Lake,66,58,42,42,72,green,4.3685,8,8,2209,1146
S0340,POPATLAL SECONDARY SCHOOL,Tanga,Northern,82,79,52,52,66,green,4.3689,8,8,2210,1677
S3486,KANSAY SECONDARY SCHOOL,Arusha,Northern,103,96,49,49,51,yellow,4.3692,8,8,2211,1910
S0510,HOROMBO SECONDARY SCHOOL,Kilimanjaro,Northern,166,158,99,99,63,green,4.3695,8,7,2212,552
S1296,FUONI SECONDARY SCHOOL,Unguja,Zanzibar,172,168,119,119,71,green,4.3697,8,8,2213,2118
S2448,MVUMI MISSION SECONDARY SCHOOL,Dodoma,Central,83,79,41,41,52,yellow,4.3702,8,9,2214,2174
S3609,IGALULA SECONDARY SCHOOL,Tabora,Central,68,41,24,24,59,yellow,4.3704,8,8,2215,853
S3264,IKONDO SECONDARY SCHOOL,Kagera,Lake,73,72,46,46,64,green,4.3705,8,8,2216,846
S3078,ORIA SECONDARY SCHOOL,Kilimanjaro,Northern,67,65,35,35,54,yellow,4.3706,8,8,2217,717
S2188,MSISI SECONDARY SCHOOL,Singida,Central,60,57,37,37,65,green,4.3708,8,8,2218,647
S0548,SHAMBALAI SECONDARY SCHOOL,Tanga,Northern,235,222,124,124,56,yellow,4.3709,8,7,2219,915
S2120,KATUMA SECONDARY SCHOOL,Rukwa,Southern Highlands,164,152,98,98,64,green,4.371,8,8,2220,1163
S1027,CHAMWINO SECONDARY SCHOOL,Dodoma,Central,122,103,56,56,54,yellow,4.3713,8,8,2221,1834
S2546,KELLU HILL SECONDARY SCHOOL,Morogoro,Southern Highlands,87,76,50,50,66,green,4.3716,8,8,2222,1311
S1340,LWANGWA SECONDARY SCHOOL,Mbeya,Southern Highlands,159,152,90,90,59,yellow,4.3725,8,8,2223,1578
S2933,SHIWINGA SECONDARY SCHOOL,Mbeya,Southern Highlands,92,73,45,45,62,green,4.3727,8,7,2224,452
S0595,RUVUMA SECONDARY SCHOOL,Ruvuma,Southern Highlands,134,127,73,73,57,yellow,4.3727,8,8,2225,1112
S0968,MATAKA SECONDARY SCHOOL,Ruvuma,Southern Highlands,125,106,61,61,58,yellow,4.3731,8,8,2226,2144
S1281,NGARA SECONDARY SCHOOL,Kagera,Lake,200,177,98,98,55,yellow,4.3734,8,7,2227,916
S4721,KISHISHA SECONDARY SCHOOL,Kilimanjaro,Northern,70,69,41,41,59,yellow,4.3736,8,8,2228,1729
S1547,SINO-TANZANIA FRIENDSHIP SECONDARY SCHOOL,Mtwara,Southern Highlands,128,108,57,57,53,yellow,4.3738,8,8,2229,1799
S4439,KIABAKARI SECONDARY SCHOOL,Mara ,Southern Highlands,145,137,80,80,58,yellow,4.3738,8,8,2230,1748
S2413,KINOWE SECONDARY SCHOOL,Pemba,Zanzibar,42,40,29,29,73,green,4.3745,8,8,2231,1388
S2456,BUJELA SECONDARY SCHOOL,Mbeya,Southern Highlands,83,82,49,49,60,yellow,4.3752,8,8,2232,1884
S1725,OLE NJOOLAY SECONDARY SCHOOL,Mwanza,Lake,206,174,116,116,67,green,4.3753,8,8,2233,1307
S4414,INCHAGE SECONDARY SCHOOL,Mara ,Southern Highlands,55,52,28,28,54,yellow,4.3755,8,8,2234,1755
S5252,MANYOVU SECONDARY SCHOOL,Kigoma,Lake,80,79,47,47,59,yellow,4.3758,8,,2235,
S3879,IGANDUKA SECONDARY SCHOOL,Mbeya,Southern Highlands,61,51,29,29,57,yellow,4.3762,8,8,2236,1049
S2535,KABULA SECONDARY SCHOOL,Mbeya,Southern Highlands,77,75,48,48,64,green,4.3763,8,8,2237,1706
S3556,KIZIMBANI SECONDARY SCHOOL,Pemba,Zanzibar,65,64,46,46,72,green,4.3766,8,,2238,
S1196,KIKUYU SECONDARY SCHOOL,Dodoma,Central,142,125,68,68,54,yellow,4.3768,8,7,2239,541
S3439,UMOJA SECONDARY SCHOOL,Mtwara,Southern Highlands,138,131,67,67,51,yellow,4.3769,8,8,2240,1566
S0947,DR. OLSEN SECONDARY SCHOOL,Manyara,Northern,169,161,97,97,60,green,4.3773,8,8,2241,1532
S2665,MUHWANA SECONDARY SCHOOL,Iringa,Southern Highlands,113,103,64,64,62,green,4.3773,8,8,2242,1651
S2360,MAILISITA SECONDARY SCHOOL,Kilimanjaro,Northern,148,137,75,75,55,yellow,4.3774,8,7,2243,903
S3742,MATUI SECONDARY SCHOOL,Manyara,Northern,73,44,26,26,59,yellow,4.3774,8,8,2244,992
S2813,KURASINI SECONDARY SCHOOL,Dar es Salaam,Coastal,359,313,153,153,49,yellow,4.3775,8,8,2245,1047
S3111,ANGAZA SECONDARY SCHOOL,Lindi,Coastal,82,72,39,39,54,yellow,4.3775,8,9,2246,1848
S1908,BUHEMBA SECONDARY SCHOOL,Mara ,Southern Highlands,54,46,25,25,54,yellow,4.3776,8,8,2247,1754
S1800,NSIMBO SECONDARY SCHOOL,Katavi,Southern Highlands,43,42,29,29,69,green,4.3777,8,8,2248,1323
S0700,KIDONGOCHEKUNDU SECONDARY SCHOOL,Unguja,Zanzibar,246,244,184,184,75,green,4.3777,8,8,2249,1985
S3587,MAGUGU SECONDARY SCHOOL,Manyara,Northern,168,154,89,89,58,yellow,4.378,8,8,2250,1172
S2556,KILOLELI SECONDARY SCHOOL,Shinyanga,Lake,50,39,28,28,72,green,4.3784,8,8,2251,1233
S4493,RELINI SECONDARY SCHOOL,Dar es Salaam,Coastal,323,246,152,152,62,green,4.3785,8,9,2252,2317
S3835,MRAMA SECONDARY SCHOOL,Singida,Central,81,81,42,42,52,yellow,4.3787,8,8,2253,1737
S4270,ITAJA SECONDARY SCHOOL,Singida,Central,52,51,32,32,63,green,4.3794,8,7,2254,450
S1062,MALENGA SECONDARY SCHOOL,Mbeya,Southern Highlands,262,244,136,136,56,yellow,4.3796,8,8,2255,1837
S2701,LULANZI SECONDARY SCHOOL,Iringa,Southern Highlands,85,81,48,48,59,yellow,4.3798,8,8,2256,1428
S1160,MUYENZI SECONDARY SCHOOL,Kagera,Lake,117,111,72,72,65,green,4.3801,8,8,2257,915
S2538,MWANANCHI SECONDARY SCHOOL,Kigoma,Lake,208,196,119,119,61,green,4.3801,8,8,2258,1020
S1385,SONGORO SECONDARY SCHOOL,Arusha,Northern,145,125,82,82,66,green,4.3805,8,8,2259,1351
S2781,IGOMELO SECONDARY SCHOOL,Mbeya,Southern Highlands,75,73,44,44,60,green,4.3806,8,7,2260,341
S4027,BWONGERA SECONDARY SCHOOL,Geita,Lake,82,78,46,46,59,yellow,4.3807,8,8,2261,1776
S4780,HAWA MCHOPA SECONDARY SCHOOL,Lindi,Coastal,54,53,39,39,74,green,4.3807,8,7,2262,418
S0545,KIAGATA SECONDARY SCHOOL,Mara ,Southern Highlands,78,71,40,40,56,yellow,4.3813,8,8,2263,1362
S1182,ULYANKULU SECONDARY SCHOOL,Tabora,Central,298,250,136,136,54,yellow,4.3817,8,8,2264,1297
S0891,KUKIRANGO SECONDARY SCHOOL,Mara ,Southern Highlands,193,157,97,97,62,green,4.3823,8,7,2265,689
S5046,KINUNI SECONDARY SCHOOL,Unguja,Zanzibar,158,153,117,117,76,green,4.3828,8,9,2266,2169
S4381,KILELENI SECONDARY SCHOOL,Tanga,Northern,93,88,49,49,56,yellow,4.3828,8,8,2267,645
S4868,BALENI SECONDARY SCHOOL,Pwani,Coastal,60,56,27,27,48,yellow,4.3828,8,8,2268,1018
S0846,UKOMBOZI SECONDARY SCHOOL,Tabora,Central,152,136,74,74,54,yellow,4.3829,8,8,2269,1484
S1128,IMALILO SECONDARY SCHOOL,Mwanza,Lake,66,59,35,35,59,yellow,4.3832,8,7,2270,895
S4805,NTAMBWE SECONDARY SCHOOL,Tanga,Northern,55,54,35,35,65,green,4.3833,8,9,2271,1844
S1229,URAKI SECONDARY SCHOOL,Arusha,Northern,87,79,47,47,59,yellow,4.3834,8,8,2272,1320
S0905,SONI SECONDARY SCHOOL,Tanga,Northern,102,99,60,60,61,green,4.3834,8,8,2273,1054
S1660,MKOZA SECONDARY SCHOOL,Kigoma,Lake,56,54,28,28,52,yellow,4.3837,8,7,2274,605
S3947,GWANSELI SECONDARY SCHOOL,Kagera,Lake,82,75,42,42,56,yellow,4.3838,8,8,2275,1259
S1135,MSANGANO SECONDARY SCHOOL,Mbeya,Southern Highlands,53,46,28,28,61,green,4.3838,8,7,2276,618
S1527,KITAMA SECONDARY SCHOOL,Mtwara,Southern Highlands,74,70,45,45,64,green,4.3839,8,7,2277,466
S4507,HAYDARER SECONDARY SCHOOL,Manyara,Northern,62,62,41,41,66,green,4.3839,8,8,2278,1168
S1033,AMANI ABEID KARUME SECONDARY SCHOOL,Dodoma,Central,108,107,56,56,52,yellow,4.384,8,8,2279,2051
S4438,MKULO DAY SECONDARY SCHOOL,Morogoro,Southern Highlands,55,52,27,27,52,yellow,4.3841,8,8,2280,809
S0325,LUGALO SECONDARY SCHOOL,Iringa,Southern Highlands,228,206,105,105,51,yellow,4.3842,8,8,2281,1093
S1994,IWINDI SECONDARY SCHOOL,Mbeya,Southern Highlands,131,116,70,70,60,green,4.3844,8,8,2282,1454
S3158,KANAZI SECONDARY SCHOOL,Kagera,Lake,108,103,55,55,53,yellow,4.3845,8,7,2283,304
S0662,MWANZI SECONDARY SCHOOL,Singida,Central,134,121,64,64,53,yellow,4.3847,8,7,2284,724
S4970,MURIET SECONDARY SCHOOL,Arusha,Northern,157,135,78,78,58,yellow,4.3848,8,9,2285,2148
S4353,SORENYI SECONDARY SCHOOL,Arusha,Northern,148,123,80,80,65,green,4.3849,8,8,2286,1171
S0850,MKOMBOZI SECONDARY SCHOOL,Kilimanjaro,Northern,255,240,134,134,56,yellow,4.3852,8,8,2287,1117
S1237,MCHINGA SECONDARY SCHOOL,Lindi,Coastal,67,65,46,46,71,green,4.3855,8,8,2288,1174
S2823,GOROWA  SECONDARY SCHOOL,Manyara,Northern,66,58,30,30,52,yellow,4.3857,8,8,2289,1638
S2724,PROF. PHILEMON SARUNGI SECONDARY SCHOOL,Mara ,Southern Highlands,59,57,38,38,67,green,4.3863,8,8,2290,1179
S0722,SAHARE SECONDARY SCHOOL,Tanga,Northern,69,45,26,26,58,yellow,4.3863,8,8,2291,2132
S3594,KAGU SECONDARY SCHOOL,Geita,Lake,70,58,40,40,69,green,4.3866,8,8,2292,1535
S3466,WAILES SECONDARY SCHOOL,Dar es Salaam,Coastal,398,316,148,148,47,yellow,4.3867,8,7,2293,958
S2216,MAZOKA SECONDARY SCHOOL,Rukwa,Southern Highlands,53,37,23,23,62,green,4.3867,8,8,2294,1678
S2209,KASUNGAMILE SECONDARY SCHOOL,Mwanza,Lake,73,63,37,37,59,yellow,4.3872,8,8,2295,1682
S1806,YUSUF MAKAMBA SECONDARY SCHOOL,Dar es Salaam,Coastal,357,283,144,144,51,yellow,4.3873,8,8,2296,1858
S1680,MVUTI SECONDARY SCHOOL,Dar es Salaam,Coastal,80,56,33,33,59,yellow,4.3876,8,6,2297,149
S1221,MUHANGE SECONDARY SCHOOL,Kigoma,Lake,128,121,75,75,62,green,4.3879,8,8,2298,1986
S3221,BARABARA YA MWINYI SECONDARY SCHOOL,Dar es Salaam,Coastal,314,214,132,132,62,green,4.388,8,8,2299,1196
S0559,BWABUKI SECONDARY SCHOOL,Kagera,Lake,101,98,57,57,58,yellow,4.3883,8,8,2300,1237
S1611,KALENGE SECONDARY SCHOOL,Kigoma,Lake,116,96,52,52,54,yellow,4.3885,8,8,2301,1987
S2227,KITOWO SECONDARY SCHOOL,Iringa,Southern Highlands,81,76,42,42,55,yellow,4.3885,8,8,2302,1015
S0984,BUKAMA SECONDARY SCHOOL,Mara ,Southern Highlands,61,46,28,28,61,green,4.3893,8,7,2303,338
S2998,BULUNDE SECONDARY SCHOOL,Tabora,Central,100,91,53,53,58,yellow,4.3896,8,8,2304,1326
S1798,MAKONGOLOSI SECONDARY SCHOOL,Mbeya,Southern Highlands,126,102,64,64,63,green,4.3903,8,7,2305,677
S3853,NYARUGUSU SECONDARY SCHOOL,Geita,Lake,114,100,53,53,53,yellow,4.3903,8,7,2306,621
S3079,MPIRANI SECONDARY SCHOOL,Kilimanjaro,Northern,132,124,68,68,55,yellow,4.3906,8,8,2307,1102
S1575,MTIMBIRA SECONDARY SCHOOL,Morogoro,Southern Highlands,72,53,29,29,55,yellow,4.3907,8,8,2308,1814
S0287,KIPOK GIRLS SECONDARY SCHOOL,Arusha,Northern,121,114,78,78,68,green,4.3907,8,8,2309,1104
S0847,MOGABIRI SECONDARY SCHOOL,Mara ,Southern Highlands,240,218,118,118,54,yellow,4.3909,8,8,2310,1392
S4089,KAPILULA  SECONDARY SCHOOL,Tabora,Central,50,43,23,23,53,yellow,4.3913,8,9,2311,2027
S4117,MNYANJANI SECONDARY SCHOOL,Tanga,Northern,183,155,93,93,60,green,4.3917,8,8,2312,1994
S0390,HAMAMNI SECONDARY SCHOOL,Unguja,Zanzibar,115,113,85,85,75,green,4.392,8,,2313,
S0945,KWIZU SECONDARY SCHOOL,Kilimanjaro,Northern,135,133,75,75,56,yellow,4.3922,8,6,2314,163
S3145,IHANU SECONDARY SCHOOL,Iringa,Southern Highlands,71,71,43,43,61,green,4.3922,8,8,2315,858
S2284,MTAMBULA SECONDARY SCHOOL,Iringa,Southern Highlands,70,61,25,25,41,yellow,4.3924,8,8,2316,1762
S2322,KIMOCHI SECONDARY SCHOOL,Kilimanjaro,Northern,94,80,41,41,51,yellow,4.3927,8,7,2317,553
S1594,NGULUMA SECONDARY SCHOOL,Ruvuma,Southern Highlands,40,40,23,23,58,yellow,4.3927,8,8,2318,1531
S4716,ITONGO SECONDARY SCHOOL,Kagera,Lake,84,82,48,48,59,yellow,4.3928,8,9,2319,2211
S0845,KIGONIGONI SECONDARY SCHOOL,Kilimanjaro,Northern,79,67,40,40,60,yellow,4.393,8,8,2320,1326
S2928,NDUGU SECONDARY SCHOOL,Mbeya,Southern Highlands,170,141,80,80,57,yellow,4.3934,8,8,2321,1095
S3270,RWAMISHENYE SECONDARY SCHOOL,Kagera,Lake,54,52,32,32,62,green,4.3934,8,8,2322,765
S2981,IDOSELO SECONDARY SCHOOL,Simiyu,Lake,83,53,34,34,64,green,4.3937,8,8,2323,1401
S4023,RUVU STATION SECONDARY SCHOOL,Pwani,Coastal,101,81,40,40,49,yellow,4.3938,8,9,2324,2164
S3029,SHINGITA  SECONDARY SCHOOL,Shinyanga,Lake,47,46,28,28,61,green,4.3939,8,8,2325,1082
S4362,KARABAGAINE SECONDARY SCHOOL,Kagera,Lake,50,34,17,17,50,yellow,4.3941,8,8,2326,1067
S1485,LEMARA SECONDARY SCHOOL,Arusha,Northern,281,266,141,141,53,yellow,4.395,8,8,2327,1516
S3854,YALAWE SECONDARY SCHOOL,Mbeya,Southern Highlands,48,45,27,27,60,green,4.3954,8,8,2328,1245
S1122,CHIKANAMLILO SECONDARY SCHOOL,Mbeya,Southern Highlands,86,81,47,47,58,yellow,4.3963,8,8,2329,2039
S3220,LUMO SECONDARY SCHOOL,Dar es Salaam,Coastal,346,275,163,163,59,yellow,4.3965,8,8,2330,1282
S0998,NG'UNI SECONDARY SCHOOL,Kilimanjaro,Northern,128,128,71,71,55,yellow,4.3968,8,8,2331,1111
S3638,NYASUBI SECONDARY SCHOOL,Shinyanga,Lake,242,215,121,121,56,yellow,4.3968,8,7,2332,897
S1509,MAWINDI SECONDARY SCHOOL,Mbeya,Southern Highlands,108,105,66,66,63,green,4.397,8,8,2333,1589
S1569,KANYERANYERE SECONDARY SCHOOL,Kagera,Lake,71,22,6,6,27,red,4.3973,8,8,2334,1624
S1232,KATE SECONDARY SCHOOL,Rukwa,Southern Highlands,74,69,47,47,68,green,4.3975,8,8,2335,2129
S3876,RUSESA SECONDARY SCHOOL,Kigoma,Lake,56,51,31,31,61,green,4.3979,8,8,2336,1593
S1290,MUBUKA SECONDARY SCHOOL,Kagera,Lake,156,152,73,73,48,yellow,4.398,8,8,2337,1908
S3321,KWALUDEGE SECONDARY SCHOOL,Tanga,Northern,114,100,45,45,45,yellow,4.3981,8,8,2338,1467
S1996,NGASAMO SECONDARY SCHOOL,Simiyu,Lake,150,109,60,60,55,yellow,4.3981,8,7,2339,742
S2380,OKAONI SECONDARY SCHOOL,Kilimanjaro,Northern,102,98,54,54,55,yellow,4.3982,8,8,2340,1277
S3075,CYRILI CHAMI SECONDARY SCHOOL,Kilimanjaro,Northern,86,77,43,43,56,yellow,4.3986,8,7,2341,317
S3401,NKAITI SECONDARY SCHOOL,Manyara,Northern,72,71,37,37,52,yellow,4.3987,8,8,2342,2086
S1965,SOMANGILA DAY SECONDARY SCHOOL,Dar es Salaam,Coastal,61,50,29,29,58,yellow,4.3994,8,8,2343,1355
S2690,MSIMBU SECONDARY SCHOOL,Pwani,Coastal,66,60,33,33,55,yellow,4.3998,8,9,2344,2233
S2390,KIKUNDE SECONDARY SCHOOL,Tanga,Northern,52,45,27,27,60,green,4.3999,8,7,2345,249
S2464,SONGAMBELE KILIMANI SECONDARY SCHOOL,Dodoma,Central,52,47,27,27,57,yellow,4.3999,8,8,2346,698
S2653,SOVI SECONDARY SCHOOL,Njombe,Southern Highlands,114,112,62,62,55,yellow,4.4001,8,7,2347,925
S0866,NTENGA SECONDARY SCHOOL,Kilimanjaro,Northern,168,162,98,98,60,green,4.4004,8,9,2348,2230
S4259,UKUTINI SECONDARY SCHOOL,Pemba,Zanzibar,40,39,30,30,77,green,4.4006,8,8,2349,1624
S3991,NTAMYA SECONDARY SCHOOL,Kigoma,Lake,46,46,29,29,63,green,4.4008,8,8,2350,1619
S4452,NYANSURURA SECONDARY SCHOOL,Mara ,Southern Highlands,40,37,23,23,62,green,4.4008,8,8,2351,1486
S1462,KIWIRA COAL MINE SECONDARY SCHOOL,Mbeya,Southern Highlands,93,89,46,46,52,yellow,4.401,8,8,2352,1850
S2090,LAGHANGA SECONDARY SCHOOL,Manyara,Northern,68,65,40,40,62,green,4.4011,8,8,2353,1338
S4081,KOLA HILL SECONDARY SCHOOL,Morogoro,Southern Highlands,163,157,99,99,63,green,4.4012,8,8,2354,1425
S1136,KASANGEZI SECONDARY SCHOOL,Kigoma,Lake,120,101,55,55,54,yellow,4.4013,8,8,2355,1696
S2912,ENGARENABOIR SECONDARY SCHOOL,Arusha,Northern,114,85,50,50,59,yellow,4.4019,8,9,2356,2186
S3311,KYUU SECONDARY SCHOOL,Kilimanjaro,Northern,57,57,32,32,56,yellow,4.402,8,7,2357,380
S3038,NYAKURUNDUMA SECONDARY SCHOOL,Mwanza,Lake,122,92,56,56,61,green,4.4022,8,7,2358,624
S3197,KIBAONI SECONDARY SCHOOL,Morogoro,Southern Highlands,152,133,79,79,59,yellow,4.4023,8,7,2359,637
S3074,TPC SECONDARY SCHOOL,Kilimanjaro,Northern,124,114,62,62,54,yellow,4.4025,8,8,2360,1376
S3061,NAKAKE SECONDARY SCHOOL,Kagera,Lake,67,55,31,31,56,yellow,4.4026,8,8,2361,654
S2395,KIWIRA SECONDARY SCHOOL,Mbeya,Southern Highlands,128,116,71,71,61,green,4.4028,8,8,2362,1204
S2871,LUKOBE SECONDARY SCHOOL,Mwanza,Lake,79,62,31,31,50,yellow,4.403,8,9,2363,2173
S1537,MTAMBILE SECONDARY SCHOOL,Pemba,Zanzibar,61,58,43,43,74,green,4.4031,8,8,2364,1200
S1254,MICHEWENI SECONDARY SCHOOL,Pemba,Zanzibar,88,85,63,63,74,green,4.4035,8,8,2365,2074
S3701,NANGARA SECONDARY SCHOOL,Manyara,Northern,95,87,38,38,44,yellow,4.4038,8,8,2366,1684
S1677,ITEPULA SECONDARY SCHOOL,Mbeya,Southern Highlands,117,105,62,62,59,yellow,4.4038,8,8,2367,2103
S4789,KIVA SECONDARY SCHOOL,Tanga,Northern,45,42,27,27,64,green,4.4039,8,8,2368,1646
S1572,WARIKU SECONDARY SCHOOL,Mara ,Southern Highlands,101,73,43,43,59,yellow,4.4041,8,6,2369,161
S3132,HAYOMBO SECONDARY SCHOOL,Mbeya,Southern Highlands,121,117,64,64,55,yellow,4.4041,8,8,2370,1503
S4954,TAMABU SECONDARY SCHOOL,Mwanza,Lake,50,45,29,29,64,green,4.4041,8,,2371,
S1905,MMAZAMI SECONDARY SCHOOL,Mara ,Southern Highlands,95,76,46,46,61,green,4.4047,8,9,2372,1897
S0987,KIPILI SECONDARY SCHOOL,Rukwa,Southern Highlands,51,50,31,31,62,green,4.4047,8,7,2373,399
S1287,RUDI SECONDARY SCHOOL,Dodoma,Central,40,34,21,21,62,green,4.4047,8,8,2374,1287
S2502,MBWENI SECONDARY SCHOOL,Dar es Salaam,Coastal,145,135,83,83,61,green,4.4048,8,7,2375,383
S0986,AKERI SECONDARY SCHOOL,Arusha,Northern,159,143,72,72,50,yellow,4.405,8,8,2376,1012
S2031,KISASA SECONDARY SCHOOL,Dodoma,Central,253,197,96,96,49,yellow,4.4051,8,8,2377,1052
S4542,CHUNO SECONDARY SCHOOL,Mtwara,Southern Highlands,140,124,61,61,49,yellow,4.4054,8,7,2378,372
S0726,MBEKENYERA SECONDARY SCHOOL,Lindi,Coastal,74,71,37,37,52,yellow,4.4058,8,7,2379,554
S3693,KARANGA SECONDARY SCHOOL,Kilimanjaro,Northern,189,181,93,93,51,yellow,4.4058,8,6,2380,357
S1789,KOJANI SECONDARY SCHOOL,Pemba,Zanzibar,43,42,30,30,71,green,4.4058,8,8,2381,1819
S4634,MBOPO SECONDARY SCHOOL,Dar es Salaam,Coastal,75,57,25,25,44,yellow,4.4065,8,8,2382,1632
S2002,NYAMTELELA SECONDARY SCHOOL,Mwanza,Lake,94,73,39,39,53,yellow,4.4066,8,8,2383,956
S1940,KAPALALA SECONDARY SCHOOL,Mbeya,Southern Highlands,42,30,19,19,63,green,4.4067,8,7,2384,574
S2677,MGAMA SECONDARY SCHOOL,Iringa,Southern Highlands,154,146,85,85,58,yellow,4.4068,8,8,2385,1717
