CSEE 2015 SCHOOL RANKING - CENTRE WITH 40 AND MORE CANDIDATES,,,,,,,,,,
"KEY: BAND1: GPA 1 to 1.499, BAND2: 1.5 to 1.999 , BAND3: 2 to 2.499, BAND4: 2.5 to 2.999, BAND5: 3 to 3.499, BAND6: 3.5 to 3.999, BAND7: 4 to 4.299,    BAND8: 4.3 to 4.499, BAND9:4.5 to 4.699, BAND10: 4.7 to 5",,,,,,,,,,
S4837,NKANGA SECONDARY SCHOOL,MBEYA,51,49,34,4.1264,7,8,1175,1411
S1457,IBANDA SECONDARY SCHOOL,KAGERA,97,96,64,4.1266,7,8,1176,839
S1726,CHALINZE SECONDARY,PWANI,206,203,150,4.1266,7,7,1177,690
S2590,KASOLOLO SECONDARY SCHOOL,MWANZA,41,19,17,4.1266,7,8,1178,675
S3942,NYAMAGOMA  SECONDARY SCHOOL,KIGOMA,70,58,51,4.1277,7,9,1179,1799
S0966,MLINGANO SECONDARY SCHOOL,TANGA,88,85,59,4.1281,7,8,1180,1274
S3699,KIZUMBI SECONDARY SCHOOL,SHINYANGA,94,89,66,4.1286,7,8,1181,860
S4683,MKALALA SECONDARY  SCHOOL ,IRINGA,72,70,39,4.1298,7,8,1182,1055
S0827,MASONYA SECONDARY SCHOOL,RUVUMA,97,94,82,4.1299,7,7,1183,945
S2699,WEMA SECONDARY SCHOOL,GEITA,97,83,61,4.13,7,8,1184,1003
S1096,MITUNDU SECONDARY SCHOOL,SINGIDA,47,43,27,4.1301,7,8,1185,1555
S1051,MKOLANI SECONDARY SCHOOL,MWANZA,211,162,110,4.1301,7,7,1186,607
S4416,MIZENGO PINDA SECONDARY SCHOOOL,KATAVI,45,40,30,4.1302,7,7,1187,412
S3840,MKUZI JUU SECONDARY SCHOOL,TANGA,62,61,41,4.1302,7,8,1188,885
S0448,SADANI  SECONDARY SCHOOL,IRINGA,93,86,68,4.1316,7,7,1189,586
S1737,NGALEKU SECONDARY SCHOOL,KILIMANJARO,96,89,64,4.1318,7,8,1190,1690
S2956,BIASHARA BARIADI SECONDARY SCHOOL,SIMIYU,181,166,126,4.1321,7,8,1191,1242
S3872,BULYAKASHAJU SECONDARY SCHOOL,KAGERA,47,45,34,4.1336,7,9,1192,2019
S4177,HWAZI SECONDARY SCHOOL,KIGOMA,141,128,88,4.1336,7,8,1193,1043
S2847,NDUWENI SECONDARY SCHOOL,KILIMANJARO,112,109,86,4.1342,7,7,1194,438
S3313,NDOLWA SECONDARY SCHOOL,TANGA,103,84,73,4.1347,7,8,1195,1230
S3258,KIGONGO SECONDARY SCHOOL,GEITA,122,111,94,4.1348,7,8,1196,1195
S2391,LUDUGA SECONDARY SCHOOL,NJOMBE,156,153,126,4.1351,7,8,1197,1236
S1289,RAJANI SECONDARY SCHOOL,SHINYANGA,50,42,31,4.1352,7,8,1198,1262
S2388,KIMBE SECONDARY SCHOOL,TANGA,46,46,37,4.1353,7,8,1199,1132
S2530,NYAMANORO SECONDARY SCHOOL,MWANZA,208,186,133,4.1359,7,7,1200,604
S0533,SARWATT SECONDARY SCHOOL,MANYARA,257,245,167,4.136,7,7,1201,934
S4602,STEVEN KIBONA SECONDARY SCHOOL,MBEYA,66,62,43,4.1363,7,8,1202,880
S1384,MATEMANGA SECONDARY SCHOOL,RUVUMA,67,59,49,4.1363,7,8,1203,946
S1318,NANDEMBO SECONDARY SCHOOL,RUVUMA,86,76,63,4.1363,7,8,1204,1729
S2197,MANYONI SECONDARY SCHOOL,SINGIDA,140,121,85,4.1369,7,8,1205,1180
S3943,MGANZA SECONDARY SCHOOL,KIGOMA,47,34,24,4.1369,7,8,1206,1305
S1164,MISSUNGWI SECONDARY SCHOOL,MWANZA,207,189,130,4.1374,7,7,1207,737
S1685,IKHANODA SECONDARY SCHOOL,SINGIDA,61,60,43,4.1376,7,8,1208,1602
S1804,KILABELA SECONDARY SCHOOL,MWANZA,199,168,123,4.138,7,7,1209,576
S3561,SALMA KIKWETE SECONDARY SCHOOL,DAR ES SALAAM,296,282,205,4.1381,7,8,1210,1053
S2272,MWABUMA SECONDARY SCHOOL,SIMIYU,46,40,31,4.1381,7,7,1211,596
S3714,MATWIGA SECONDARY SCHOOL,TABORA,78,70,57,4.1385,7,8,1212,1283
S2805,DABAGA SECONDARY SCHOOL,IRINGA,97,87,60,4.1385,7,8,1213,1094
S3203,HEMBETI SECONDARY SCHOOL,MOROGORO,58,54,46,4.139,7,8,1214,1345
S2735,LUKUNDO SECONDARY SCHOOL,DODOMA,246,230,165,4.1393,7,7,1215,973
S4090,NGARENARO  SECONDARY SCHOOL,ARUSHA,401,382,252,4.1394,7,8,1216,1835
S3771,MHAMA SECONDARY SCHOOL,RUKWA,67,47,37,4.1396,7,8,1217,1270
S0628,KIRONGAYA SECONDARY SCHOOL,KILIMANJARO,63,61,49,4.1397,7,8,1218,939
S0683,KALENGA SECONDARY SCHOOL,IRINGA,168,156,109,4.1406,7,8,1219,1128
S3139,IYELA SECONDARY SCHOOL,MBEYA,250,186,130,4.1406,7,7,1220,962
S1749,MANG'HALANGA SECONDARY SCHOOL,MWANZA,57,49,32,4.1408,7,7,1221,474
S3583,MWABOMBA SECONDARY SCHOOL,MWANZA,76,73,60,4.141,7,8,1222,682
S2433,GANAKO SECONDARY SCHOOL,ARUSHA,143,138,91,4.141,7,8,1223,1210
S3654,KAKOMA SECONDARY SCHOOL,MBEYA,40,38,32,4.1412,7,8,1224,1105
S2955,MTUMBI SECONDARY SCHOOL,TANGA,80,73,51,4.1416,7,8,1225,994
S2094,DIDIA SECONDARY SCHOOL,SHINYANGA,64,61,39,4.1427,7,7,1226,300
S3779,USHOKOLA SECONDARY SCHOOL,TABORA,65,56,37,4.1428,7,8,1227,1335
S0985,MZINDAKAYA SECONDARY SCHOOL,RUKWA,89,87,70,4.1429,7,8,1228,1730
S4061,IKOLA SECONDARY SCHOOL,KATAVI,49,44,39,4.1431,7,7,1229,582
S1203,IGANZO SECONDARY SCHOOL,MBEYA,202,169,110,4.1432,7,8,1230,1680
S1713,J M MAKWETA SECONDARY SCHOOL,NJOMBE,70,69,49,4.1434,7,8,1231,1619
S4881,IZYIRA SECONDARY SCHOOL,MBEYA,76,70,45,4.1435,7,8,1232,1552
S1699,NYABULOGOYA SECONDARY SCHOOL,MWANZA,222,220,150,4.1435,7,7,1233,419
S1115,BUKANDWE SECONDARY SCHOOL,MWANZA,111,96,71,4.1435,7,8,1234,1070
S2704,UKWEGA SECONDARY SCHOOL,IRINGA,71,68,50,4.1437,7,8,1235,1321
S1653,RUBANGA SECONDARY SCHOOL,KIGOMA,99,99,70,4.1446,7,7,1236,816
S1397,KATORO SECONDARY SCHOOL,GEITA,268,239,155,4.145,7,8,1237,994
S0321,KINONDONI SECONDARY SCHOOL,DAR ES SALAAM,45,42,33,4.1451,7,7,1238,519
S2639,KINAMBEU SECONDARY SCHOOL,SINGIDA,113,112,93,4.1452,7,8,1239,2069
S0653,MWAKAVUTA SECONDARY SCHOOL,NJOMBE,108,94,73,4.1453,7,8,1240,1587
S3150,ILONGO SECONDARY SCHOOL,IRINGA,81,78,58,4.1453,7,8,1241,1383
S2373,KIJOMBE SECONDARY SCHOOL,NJOMBE,73,71,49,4.1455,7,8,1242,1138
S3719,MSITU WA TEMBO SECONDARY SCHOOL,MANYARA,143,110,73,4.1458,7,8,1243,1998
S1577,FANAKA MEMORIAL SECONDARY SCHOOL,DAR ES SALAAM,86,86,63,4.1461,7,8,1244,1616
S0910,INCHUGU SECONDARY SCHOOL,MARA ,87,59,43,4.1461,7,7,1245,965
S0940,NDAGO SECONDARY SCHOOL,SINGIDA,53,51,35,4.1463,7,7,1246,565
S1270,NYARUBANDA SECONDARY SCHOOL,KIGOMA,98,98,75,4.1465,7,7,1247,185
S5176,WETE SECONDARY SCHOOL,PEMBA,44,43,35,4.1469,7,8,1248,1887
S2048,LUGATA SECONDARY SCHOOL,MWANZA,101,39,27,4.147,7,7,1249,877
S0618,LUPALILO SECONDARY SCHOOL,NJOMBE,84,84,59,4.1474,7,8,1250,1491
S2676,IPEPA SECONDARY SCHOOL,RUKWA,87,84,70,4.1478,7,8,1251,1941
S4242,KISAUNI SECONDARY SCHOOL,UNGUJA,43,41,35,4.1481,7,8,1252,1722
S0406,KASHOZI SECONDARY SCHOOL,KAGERA,161,154,113,4.1487,7,7,1253,532
S2913,MANG'OLA  SECONDARY SCHOOL,ARUSHA,88,78,49,4.1491,7,7,1254,670
S0770,SUMVE SECONDARY SCHOOL,MWANZA,125,113,77,4.1492,7,7,1255,889
S1013,CHIEF DODO DAY SECONDARY SCHOOL,MANYARA,174,160,99,4.1494,7,8,1256,1016
S0913,USONGWE SECONDARY SCHOOL,MBEYA,330,294,206,4.1497,7,7,1257,582
S2553,MWAMADULU SECONDARY SCHOOL,SHINYANGA,44,12,10,4.15,7,8,1258,868
S3033,MNARANI SECONDARY SCHOOL,MWANZA,181,137,95,4.1505,7,7,1259,556
S2192,KIMADOI SECONDARY SCHOOL,SINGIDA,106,98,67,4.1506,7,8,1260,1340
S1157,IWAWA SECONDARY SCHOOL,NJOMBE,122,121,100,4.1507,7,7,1261,569
S1835,MAHINA SECONDARY SCHOOL,MWANZA,282,207,152,4.1513,7,8,1262,1508
S0607,LULUMBA SECONDARY SCHOOL,SINGIDA,148,146,109,4.1522,7,7,1263,848
S3026,MASENGWA SECONDARY SCHOOL,SHINYANGA,41,41,28,4.1523,7,8,1264,1079
S3041,NUNDU SECONDARY SCHOOL,MWANZA,176,170,123,4.1535,7,7,1265,614
S0610,NKASI SECONDARY SCHOOL,RUKWA,89,85,58,4.1538,7,8,1266,1651
S3037,NYAMAGANA SECONDARY SCHOOL,MWANZA,197,179,132,4.1542,7,7,1267,413
S2043,GIRIKU SECONDARY SCHOOL,SIMIYU,61,56,43,4.1543,7,8,1268,1504
S1867,MIANGALUA SECONDARY SCHOOL,RUKWA,77,63,50,4.1544,7,8,1269,1154
S4122,UTEMINI SECONDARY SCHOOL,SINGIDA,88,79,54,4.1548,7,8,1270,1461
S0405,BIHARAMULO SECONDARY SCHOOL,KAGERA,98,98,63,4.1552,7,8,1271,1436
S2398,HURUMZI SECONDARY SCHOOL,UNGUJA,89,87,70,4.1557,7,8,1272,1746
S2343,MTUMBA SECONDARY SCHOOL,DODOMA,59,48,36,4.1561,7,8,1273,1742
S2815,KIGUGU SECONDARY SCHOOL,MBEYA,93,19,14,4.1562,7,8,1274,1144
S2803,TWIGA SECONDARY SCHOOL,DAR ES SALAAM,265,260,173,4.1563,7,8,1275,1519
S1882,IHANAMILO SECONDARY SCHOOL,GEITA,124,115,82,4.1567,7,8,1276,1635
S3105,HOGORO SECONDARY SCHOOL,DODOMA,44,23,13,4.1567,7,8,1277,1159
S3434,MTINIKO SECONDARY SCHOOL,MTWARA,45,45,37,4.1568,7,8,1278,1522
S0517,KILI SECONDARY SCHOOL,TABORA,78,74,55,4.157,7,7,1279,397
S3286,NYAMAHONA SECONDARY SCHOOL,MWANZA,105,90,54,4.1571,7,8,1280,1005
S1913,ITIPINGI SECONDARY SCHOOL,NJOMBE,91,88,65,4.158,7,8,1281,1051
S0611,KABANGA SECONDARY SCHOOL,KAGERA,139,133,98,4.1583,7,7,1282,876
S1212,IKOMA SECONDARY SCHOOL,MARA ,104,98,63,4.1592,7,8,1283,1913
S4815,LAKE NATRON SECONDARY SCHOOL,ARUSHA,79,79,60,4.1596,7,8,1284,1774
S1628,MENGELE SECONDARY SCHOOL,MBEYA,213,206,147,4.1604,7,7,1285,782
S2809,MALAMBO SECONDARY SCHOOL,ARUSHA,74,64,47,4.1609,7,8,1286,1669
S0430,UWEMBA SECONDARY SCHOOL,NJOMBE,170,167,104,4.161,7,7,1287,629
S2381,TURIANI SECONDARY SCHOOL,DAR ES SALAAM,342,248,173,4.1611,7,7,1288,681
S2796,SANJARANDA SECONDARY SCHOOL,SINGIDA,50,46,33,4.1617,7,7,1289,908
S1205,GEHANDU SECONDARY SCHOOL,MANYARA,139,137,92,4.1617,7,7,1290,866
S4324,LOLANGULU SECONDARY SCHOOL,TABORA,72,60,43,4.1621,7,8,1291,1041
S0911,TAMOTA SECONDARY SCHOOL,TANGA,82,77,66,4.1623,7,8,1292,651
S1722,TEMEKE SECONDARY SCHOOL,DAR ES SALAAM,301,241,169,4.164,7,7,1293,486
S3091,KIBAMBA SECONDARY SCHOOL,DAR ES SALAAM,252,200,142,4.1644,7,8,1294,1751
S3023,ITWANGI SECONDARY SCHOOL,SHINYANGA,85,82,67,4.1644,7,7,1295,482
S0539,MAGU SECONDARY SCHOOL,MWANZA,253,225,149,4.1647,7,7,1296,715
S2462,NGOMAI SECONDARY SCHOOL,DODOMA,40,16,13,4.1647,7,7,1297,183
S0784,AIRWING SECONDARY SCHOOL,DAR ES SALAAM,343,341,250,4.1649,7,8,1298,1901
S1074,KITANGIRI SECONDARY SCHOOL,MWANZA,229,206,145,4.1649,7,7,1299,513
S4672,HEZYA SECONDARY SCHOOL,MBEYA,49,47,38,4.1649,7,8,1300,2025
S1639,MSERU SECONDARY SCHOOL,PWANI,44,42,28,4.1653,7,8,1301,1157
S2934,MSANGAWALE SECONDARY SCHOOL,MBEYA,80,73,56,4.1657,7,9,1302,2165
S2163,BUJUGO SECONDARY SCHOOL,KAGERA,55,53,38,4.1658,7,8,1303,730
S1356,KAMENA SECONDARY SCHOOL,GEITA,138,130,89,4.166,7,8,1304,1380
S0809,MAMBA SECONDARY SCHOOL,KATAVI,70,69,49,4.1668,7,8,1305,1402
S4635,QANGDEND SECONDARY SCHOOL,ARUSHA,58,38,25,4.1668,7,8,1306,1033
S2310,SHUME SECONDARY SCHOOL,TANGA,51,51,38,4.1673,7,8,1307,697
S2772,MCHANGANYIKO SECONDARY SCHOOL,DAR ES SALAAM,166,104,60,4.1679,7,8,1308,1424
S2714,NYABIWE SECONDARY SCHOOL,MARA ,44,35,27,4.1679,7,7,1309,501
S0659,KIBENGU SECONDARY SCHOOL,IRINGA,78,40,25,4.168,7,8,1310,2024
S3175,KIROMO SECONDARY SCHOOL,PWANI,65,57,39,4.1681,7,8,1311,1816
S1852,NGWILIZI SECONDARY SCHOOL,RUVUMA,60,60,41,4.1688,7,8,1312,899
S5311,DR. OMAR ALI JUMA PEMBA SECONDARY SCHOOL,PEMBA,59,58,50,4.1692,7,,1313,
S3412,NYONI SECONDARY SCHOOL,RUVUMA,40,39,34,4.1692,7,9,1314,1989
S1838,MBARALI PREPARATORY SCHOOL,UNGUJA,50,48,36,4.1697,7,8,1315,1659
S3513,PANKUMBI SECONDARY SCHOOL,MBEYA,169,154,97,4.1697,7,7,1316,843
S3629,MANGA MPAKANI SECONDARY SCHOOL,TANGA,110,101,73,4.1699,7,8,1317,1593
S3101,KENI SECONDARY SCHOOL,KILIMANJARO,140,135,96,4.1705,7,8,1318,1139
S0436,KAFULE SECONDARY SCHOOL,MBEYA,109,99,72,4.1706,7,7,1319,640
S0828,MUBONDO SECONDARY SCHOOL,KIGOMA,73,71,48,4.1719,7,8,1320,1241
S4211,HANANASIF SECONDARY SCHOOL,DAR ES SALAAM,192,137,101,4.1722,7,8,1321,1280
S0322,KOLILA SECONDARY SCHOOL,KILIMANJARO,53,52,34,4.1725,7,8,1322,1731
S1239,SAMUYE SECONDARY SCHOOL,SHINYANGA,84,82,58,4.1729,7,7,1323,794
S1089,KILIMATINDE SECONDARY SCHOOL,SINGIDA,80,72,51,4.1732,7,7,1324,600
S0382,TUMEKUJA SECONDARY SCHOOL,UNGUJA,121,121,103,4.1745,7,8,1325,2002
S0546,PAMBA SECONDARY SCHOOL,MWANZA,348,315,194,4.1759,7,7,1326,775
S5036,KOMOTO SECONDARY SCHOOL,MANYARA,95,83,58,4.1764,7,8,1327,1042
S0462,WIGEHE SECONDARY SCHOOL,SHINYANGA,159,2,1,4.1765,7,,1328,
S4205,MTUNDURU SECONDARY SCHOOL,SINGIDA,45,37,26,4.1767,7,8,1329,1822
S3664,MATAMBA SECONDARY SCHOOL,NJOMBE,72,55,37,4.1768,7,8,1330,1653
S2114,MTWIVILA SECONDARY SCHOOL,IRINGA,149,117,88,4.1772,7,7,1331,707
S0963,HANDALI SECONDARY SCHOOL,DODOMA,97,97,68,4.1773,7,8,1332,1607
S2588,BULEMEJI SECONDARY SCHOOL,MWANZA,87,79,56,4.1777,7,7,1333,668
S1536,NGOMA SECONDARY SCHOOL,MWANZA,120,108,73,4.1779,7,7,1334,594
S3716,NYAKASALUMA SECONDARY SCHOOL,GEITA,83,80,57,4.1782,7,8,1335,790
S4371,SIRARI SECONDARY SCHOOL,MARA ,179,165,110,4.1785,7,8,1336,1087
S2259,MARY NAGU SECONDARY SCHOOL,MANYARA,47,44,33,4.1786,7,8,1337,1735
S4951,MTINYAKI SECONDARY SCHOOL,IRINGA,48,47,38,4.1791,7,8,1338,877
S2296,MSANZI SECONDARY SCHOOL,RUKWA,83,79,61,4.1792,7,8,1339,1694
S4520,KWEMKABARA SECONDARY SCHOOL,TANGA,73,70,47,4.1792,7,8,1340,1308
S3496,CHUMBUNI SECONDARY SCHOOL,UNGUJA,109,105,95,4.18,7,8,1341,1888
S1269,MAKUZANI SECONDARY SCHOOL,RUKWA,53,50,37,4.18,7,8,1342,1709
S1162,IGURUBI SECONDARY SCHOOL,TABORA,64,60,47,4.1801,7,8,1343,705
S2251,MAYO DAY SECONDARY SCHOOL,TANGA,40,39,31,4.1802,7,9,1344,2304
S4103,KWAMATUKU SECONDARY SCHOOL,TANGA,54,46,34,4.1803,7,9,1345,2028
S2755,ZAWADI SECONDARY SCHOOL,DAR ES SALAAM,234,206,132,4.1803,7,7,1346,495
S2446,MSAMALO SECONDARY SCHOOL,DODOMA,43,40,29,4.1804,7,8,1347,870
S1831,KILINGI SECONDARY SCHOOL,KILIMANJARO,111,105,71,4.1807,7,7,1348,697
S1669,MLAMKE SECONDARY SCHOOL,IRINGA,221,196,139,4.1807,7,8,1349,1176
S2299,KITWIRU SECONDARY SCHOOL,IRINGA,41,39,30,4.1813,7,8,1350,1397
S3393,OLDEANI  SECONDARY SCHOOL,ARUSHA,59,56,43,4.1815,7,7,1351,463
S2827,MANG'OTO SECONDARY SCHOOL,NJOMBE,46,46,33,4.1818,7,7,1352,343
S3855,MWIGUMBI SECONDARY SCHOOL,SHINYANGA,41,41,34,4.1819,7,7,1353,458
S1144,ISIMILA SECONDARY SCHOOL,IRINGA,223,213,145,4.182,7,8,1354,1259
S4757,RUKURAIJO SECONDARY SCHOOL,KAGERA,63,56,36,4.182,7,8,1355,1614
S4038,MSEKE SECONDARY SCHOOL,IRINGA,141,128,100,4.182,7,8,1356,1758
S1630,MASOKO SECONDARY SCHOOL,MBEYA,83,59,47,4.1822,7,9,1357,1830
S3659,MWAMALA SECONDARY SCHOOL,TABORA,65,56,42,4.1825,7,7,1358,807
S3761,KISARAWE II SECONDARY SCHOOL,DAR ES SALAAM,149,141,104,4.1826,7,8,1359,1658
S3832,CHOMA SECONDARY SCHOOL,TABORA,53,42,32,4.1826,7,8,1360,917
S3560,UCHILE SECONDARY SCHOOL,RUKWA,64,61,45,4.1827,7,8,1361,1213
S0771,ASKOFU ADRIAN MKOBA SECONDARY SCHOOL,MOROGORO,90,90,70,4.183,7,8,1362,1147
S2565,MATABA SECONDARY SCHOOL,SIMIYU,51,49,38,4.1835,7,8,1363,1029
S2647,DENIS SECONDARY SCHOOL,MOROGORO,76,74,52,4.1839,7,8,1364,1027
S2698,NYARUTEMBO SECONDARY SCHOOL,GEITA,54,49,42,4.1841,7,7,1365,594
S2086,KAKORA SECONDARY SCHOOL,GEITA,76,69,56,4.1844,7,7,1366,787
S4891,NENO SECONDARY SCHOOL,RUKWA,188,184,124,4.1848,7,8,1367,1654
S3138,MWAKIBETE SECONDARY SCHOOL,MBEYA,275,222,175,4.1851,7,8,1368,1354
S0538,VWAWA SECONDARY SCHOOL,MBEYA,241,224,159,4.1851,7,7,1369,745
S1402,KASAMWA SECONDARY SCHOOL,GEITA,195,173,136,4.1853,7,8,1370,1261
S2925,NALYELYE SECONDARY SCHOOL,MBEYA,232,224,159,4.1856,7,7,1371,841
S4533,SHAJI SECONDARY SCHOOL,MBEYA,59,56,34,4.1862,7,8,1372,1301
S3614,NABERERA  SECONDARY SCHOOL,MANYARA,55,46,32,4.1869,7,8,1373,1606
S5115,OLASITI SECONDARY SCHOOL,ARUSHA,156,149,101,4.1875,7,,1374,
S2311,MALIGISU SECONDARY SCHOOL,MWANZA,100,97,64,4.1878,7,7,1375,793
S2848,KWALAKAMU SECONDARY SCHOOL,KILIMANJARO,82,79,55,4.1884,7,7,1376,312
S2151,GOWEKO SECONDARY SCHOOL,TABORA,94,76,59,4.1884,7,8,1377,1166
S3590,SENGA SECONDARY SCHOOL,GEITA,71,63,50,4.1884,7,8,1378,752
S1709,MAHEVE SECONDARY SCHOOL,NJOMBE,111,110,75,4.1885,7,8,1379,1040
S3256,BWANGA SECONDARY SCHOOL,GEITA,103,100,70,4.1888,7,8,1380,1155
S1656,MOTAMBURU SECONDARY SCHOOL,KILIMANJARO,121,117,87,4.1891,7,8,1381,1752
S3043,NYASAKA SECONDARY SCHOOL,MWANZA,250,216,146,4.1892,7,7,1382,811
S2304,SEJELI SECONDARY SCHOOL,DODOMA,80,55,32,4.1894,7,8,1383,706
S0540,MAPOSENI SECONDARY SCHOOL,RUVUMA,130,127,97,4.1897,7,8,1384,1582
S0641,MEATU SECONDARY SCHOOL,SIMIYU,125,121,86,4.1897,7,8,1385,1258
S2957,KIDINDA SECONDARY SCHOOL,SIMIYU,137,134,89,4.1898,7,7,1386,652
S1487,BOKO SECONDARY SCHOOL,DAR ES SALAAM,251,210,131,4.1899,7,7,1387,888
S2116,NG'WAMABANZA SECONDARY SCHOOL,MWANZA,61,55,41,4.19,7,8,1388,938
S4333,SANGE  SECONDARY SCHOOL,MBEYA,54,52,40,4.1904,7,8,1389,974
S2905,BUPAMWA SECONDARY SCHOOL,MWANZA,46,40,27,4.1907,7,8,1390,937
S0593,HAGATI SECONDARY SCHOOL,RUVUMA,78,73,47,4.1911,7,8,1391,1623
S3387,MKONGORO SECONDARY SCHOOL,KIGOMA,71,68,50,4.1911,7,7,1392,844
S2225,UHAMBINGETO SECONDARY SCHOOL,IRINGA,89,84,67,4.1911,7,8,1393,1078
S3263,KIBANGA SECONDARY SCHOOL,KAGERA,88,85,60,4.1911,7,8,1394,1716
S4772,LWANDE SECONDARY SCHOOL,TANGA,47,44,41,4.1914,7,8,1395,707
S2289,NYIHARA SECONDARY SCHOOL,MARA ,55,54,41,4.1924,7,9,1396,2153
S2923,MSANKWI SECONDARY SCHOOL,MBEYA,65,61,52,4.1927,7,8,1397,1809
S4587,CHAMBO SECONDARY SCHOOL,SHINYANGA,51,48,38,4.1931,7,8,1398,1307
S0720,MPITIMBI SECONDARY SCHOOL,RUVUMA,72,68,54,4.1932,7,7,1399,543
S4499,MARETADU JUU SECONDARY SCHOOL,MANYARA,55,35,26,4.1935,7,8,1400,1289
S1453,KALOBE SECONDARY SCHOOL,MBEYA,192,176,111,4.1936,7,8,1401,1008
S2152,MAKAZI SECONDARY SCHOOL,TABORA,59,56,36,4.1936,7,8,1402,729
S0346,UYUI SECONDARY SCHOOL,TABORA,88,84,62,4.1937,7,8,1403,1856
S0511,HANDENI SECONDARY SCHOOL,TANGA,175,170,111,4.1937,7,8,1404,2126
S0324,LINDI SECONDARY SCHOOL,LINDI,174,169,113,4.1938,7,7,1405,845
S4012,NAMANDITI SOUTH SECONDARY SCHOOL,RUVUMA,55,31,21,4.1945,7,9,1406,2004
S1099,NYEHUNGE SECONDARY SCHOOL,MWANZA,140,129,86,4.1945,7,7,1407,849
S1675,BUSAGARA SECONDARY SCHOOL,KIGOMA,96,94,82,4.1949,7,8,1408,1697
S1260,SIMA SECONDARY SCHOOL,MWANZA,134,113,80,4.1951,7,7,1409,926
S4581,KICHANGA SECONDARY SCHOOL,DAR ES SALAAM,287,244,164,4.1954,7,8,1410,1485
S3193,NYANGE SECONDARY SCHOOL,MOROGORO,77,72,51,4.1955,7,8,1411,1212
S3843,A.M. SHABIBY SECONDARY SCHOOL,MOROGORO,93,76,45,4.1955,7,8,1412,831
S2881,NANJA SECONDARY SCHOOL,ARUSHA,138,134,97,4.1957,7,8,1413,1784
S4857,KITULO SECONDARY SCHOOL,NJOMBE,58,58,50,4.1957,7,7,1414,575
S2457,IPONJOLA SECONDARY SCHOOL,MBEYA,112,106,80,4.1958,7,8,1415,1071
S4227,LYAMKENA SECONDARY SCHOOL,NJOMBE,102,91,56,4.1959,7,8,1416,993
S3278,BUHONGWA SECONDARY SCHOOL,MWANZA,284,236,165,4.196,7,7,1417,785
S0672,MKWAKWANI SECONDARY SCHOOL,TANGA,317,284,178,4.1961,7,7,1418,956
S3136,SINDE SECONDARY SCHOOL,MBEYA,324,270,197,4.1975,7,8,1419,1183
S3930,TEULE SECONDARY SCHOOL,MBEYA,65,56,38,4.1975,7,7,1420,570
S0840,ISMANI SECONDARY SCHOOL,IRINGA,186,175,123,4.1976,7,8,1421,983
S2312,SELEBU SECONDARY SCHOOL,IRINGA,80,74,50,4.1977,7,7,1422,784
S2244,LAMADI SECONDARY SCHOOL,SIMIYU,221,189,141,4.1977,7,8,1423,1600
S2066,IPUNGA SECONDARY SCHOOL,MBEYA,64,64,46,4.1982,7,8,1424,1747
S1410,MSALALA SECONDARY SCHOOL,GEITA,182,156,114,4.1982,7,7,1425,725
S3022,ILOLA  SECONDARY SCHOOL,SHINYANGA,47,38,27,4.1985,7,9,1426,1809
S3520,NKUNDUTSI SECONDARY SCHOOL,KIGOMA,133,123,87,4.1989,7,8,1427,1228
S1753,SALAMA SECONDARY SCHOOL,MARA ,82,80,53,4.1989,7,7,1428,169
S1649,IHANDA SECONDARY SCHOOL,MBEYA,191,176,122,4.1993,7,8,1429,1576
S5171,MPENDAE SECONDARY SCHOOL,UNGUJA,238,233,203,4.1993,7,8,1430,1573
S0707,KITETO SECONDARY SCHOOL,MANYARA,130,113,77,4.1995,7,7,1431,901
S1181,SENGE SECONDARY SCHOOL,SINGIDA,170,162,109,4.2,7,7,1432,835
S4460,MPANDAPANDA SECONDARY SCHOOL,MBEYA,179,119,86,4.2007,7,8,1433,1820
S0716,MALECELA SECONDARY SCHOOL,MOROGORO,154,128,94,4.2009,7,7,1434,483
S4189,USOJI  SECONDARY SCHOOL,TABORA,41,38,25,4.2017,7,8,1435,1290
S2675,MBIZI SECONDARY SCHOOL,RUKWA,47,39,28,4.2018,7,8,1436,982
S4511,WENA SECONDARY SCHOOL,TANGA,50,49,42,4.2024,7,8,1437,1582
S0302,ARUSHA SECONDARY SCHOOL,ARUSHA,418,380,251,4.2026,7,7,1438,559
S4273,DIONGOYA SECONDARY SCHOOL,MOROGORO,52,42,26,4.2029,7,8,1439,720
S2190,MAKURO SECONDARY SCHOOL,SINGIDA,48,43,28,4.203,7,8,1440,960
S3180,VIGWAZA SECONDARY SCHOOL,PWANI,75,67,49,4.2034,7,8,1441,1252
S2702,NYALUMBU SECONDARY SCHOOL,IRINGA,149,118,82,4.2036,7,7,1442,502
S2617,KISESA SECONDARY SCHOOL,SIMIYU,84,82,63,4.2042,7,7,1443,184
S2173,KIRYA DAY SECONDARY SCHOOL,KILIMANJARO,86,81,61,4.2045,7,8,1444,1892
S3478,MIKINDANI SECONDARY SCHOOL,MTWARA,41,27,16,4.2051,7,9,1445,1982
S1837,SUN CITY SECONDARY SCHOOL,UNGUJA,40,38,30,4.2055,7,8,1446,1547
S2049,ILIGAMBA SECONDARY SCHOOL,MWANZA,77,68,46,4.2057,7,8,1447,1160
S3467,MBEYELA SECONDARY SCHOOL,NJOMBE,181,181,126,4.206,7,7,1448,555
