Department Family,Entity,Payment Date,Expense Type,Expense Area,Supplier Name,Company Status,Transactions Number,Amount (GBP),VAT Registration Number
FCO,FCO,2010-04-27T00:00:00Z,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001488,399.4,
FCO,FCO,2010-04-27T00:00:00Z,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001488,477.77,
FCO,FCO,2010-04-27T00:00:00Z,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001488,3215.57,
FCO,FCO,2010-04-27T00:00:00Z,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001488,3969.58,
FCO,FCO,2010-04-27T00:00:00Z,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001488,803.89,
FCO,FCO,2010-04-27T00:00:00Z,Estates Management Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001488,244.01,
FCO,FCO,2010-04-27T00:00:00Z,Residential Property Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001488,10401.71,
FCO,FCO,2010-04-27T00:00:00Z,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001488,8788.04,
FCO,FCO,2010-04-27T00:00:00Z,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001488,8331.27,
FCO,FCO,2010-04-27T00:00:00Z,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001488,-0.01,
FCO,FCO,2010-04-27T00:00:00Z,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001491,14694.27,
FCO,FCO,2010-04-27T00:00:00Z,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001491,10264.19,
FCO,FCO,2010-04-27T00:00:00Z,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001491,528.66,
FCO,FCO,2010-04-27T00:00:00Z,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001491,31122.79,
FCO,FCO,2010-04-27T00:00:00Z,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001491,73.68,
FCO,FCO,2010-04-27T00:00:00Z,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001491,1117.31,
FCO,FCO,2010-04-27T00:00:00Z,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001491,668.35,
FCO,FCO,2010-04-27T00:00:00Z,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001491,14021.71,
FCO,FCO,2010-04-27T00:00:00Z,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001491,8757.15,
FCO,FCO,2010-04-27T00:00:00Z,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001491,3505.43,
FCO,FCO,2010-04-27T00:00:00Z,Residential Property Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001491,33371.24,
FCO,FCO,2010-04-27T00:00:00Z,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001491,8031.34,
FCO,FCO,2010-04-27T00:00:00Z,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001491,12479.94,
FCO,FCO,2010-04-27T00:00:00Z,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001495,2221.39,
FCO,FCO,2010-04-27T00:00:00Z,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001495,504.86,
FCO,FCO,2010-04-27T00:00:00Z,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001495,364.05,
FCO,FCO,2010-04-27T00:00:00Z,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001495,2852.83,
FCO,FCO,2010-04-27T00:00:00Z,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001495,213.54,
FCO,FCO,2010-04-27T00:00:00Z,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001495,445.66,
FCO,FCO,2010-04-27T00:00:00Z,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001495,149.28,
FCO,FCO,2010-04-27T00:00:00Z,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001495,4072.26,
FCO,FCO,2010-04-27T00:00:00Z,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001495,2222.34,
FCO,FCO,2010-04-27T00:00:00Z,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001495,1018.06,
FCO,FCO,2010-04-27T00:00:00Z,Estates Management Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001495,127.06,
FCO,FCO,2010-04-27T00:00:00Z,Residential Property Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001495,6448.96,
FCO,FCO,2010-04-27T00:00:00Z,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001495,3019.13,
FCO,FCO,2010-04-27T00:00:00Z,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001495,3950.93,
FCO,FCO,2010-04-27T00:00:00Z,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001495,5245.96,
FCO,FCO,2010-04-27T00:00:00Z,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001495,0.01,
FCO,FCO,2010-04-27T00:00:00Z,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001499,2822.08,
FCO,FCO,2010-04-27T00:00:00Z,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001499,1209.46,
FCO,FCO,2010-04-27T00:00:00Z,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001499,532.28,
FCO,FCO,2010-04-27T00:00:00Z,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001499,5357.69,
FCO,FCO,2010-04-27T00:00:00Z,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001499,268.86,
FCO,FCO,2010-04-27T00:00:00Z,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001499,103.0,
FCO,FCO,2010-04-27T00:00:00Z,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001499,344.72,
FCO,FCO,2010-04-27T00:00:00Z,Reception Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001499,2538.28,
FCO,FCO,2010-04-27T00:00:00Z,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001499,3788.25,
FCO,FCO,2010-04-27T00:00:00Z,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001499,634.57,
FCO,FCO,2010-04-27T00:00:00Z,Residential Property Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001499,1558.55,
FCO,FCO,2010-04-27T00:00:00Z,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001499,235.53,
FCO,FCO,2010-04-27T00:00:00Z,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001499,2060.61,
FCO,FCO,2010-04-27T00:00:00Z,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001499,4612.58,
FCO,FCO,2010-04-27T00:00:00Z,FM Interserve Overseas Reclaimable Tax,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1001499,0.01,
FCO,FCO,2010-04-14T00:00:00Z,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1161841,96007.31,
FCO,FCO,2010-04-14T00:00:00Z,Building Fabric Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1161841,1983.88,
FCO,FCO,2010-04-14T00:00:00Z,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1161841,40655.79,
FCO,FCO,2010-04-14T00:00:00Z,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1161841,6680.58,
FCO,FCO,2010-04-14T00:00:00Z,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1161841,127999.11,
FCO,FCO,2010-04-14T00:00:00Z,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1161841,1508.01,
FCO,FCO,2010-04-14T00:00:00Z,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1161841,5726.23,
FCO,FCO,2010-04-14T00:00:00Z,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1161841,32886.3,
FCO,FCO,2010-04-14T00:00:00Z,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1161841,4379.52,
FCO,FCO,2010-04-14T00:00:00Z,Estates Management Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1161841,2246.14,
FCO,FCO,2010-04-14T00:00:00Z,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1161841,9954.7,
FCO,FCO,2010-04-14T00:00:00Z,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1161841,44359.81,
FCO,FCO,2010-04-14T00:00:00Z,Interim Helpdesk,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1161841,36621.03,
FCO,FCO,2010-04-14T00:00:00Z,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,Unknown,1161841,71926.46,
FCO,FCO,2010-04-14T00:00:00Z,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,Unknown,1161841,0.01,
FCO,FCO,2010-04-14T00:00:00Z,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,Unknown,1161841,-0.01,
FCO,FCO,2010-04-14T00:00:00Z,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,Unknown,1161841,0.01,
FCO,FCO,2010-04-27T00:00:00Z,Building Mechanical and Engineering Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1162640,96007.31,
FCO,FCO,2010-04-27T00:00:00Z,Building Fabric Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1162640,1983.88,
FCO,FCO,2010-04-27T00:00:00Z,Minor New Works <10K,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1162640,40655.79,
FCO,FCO,2010-04-27T00:00:00Z,Grounds Maintenance,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1162640,6680.58,
FCO,FCO,2010-04-27T00:00:00Z,Cleaning & Waste,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1162640,127999.11,
FCO,FCO,2010-04-27T00:00:00Z,Miscellaneous Expenditure,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1162640,1508.01,
FCO,FCO,2010-04-27T00:00:00Z,Waste Disposal,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1162640,5726.23,
FCO,FCO,2010-04-27T00:00:00Z,Mail & Porterage Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1162640,32886.3,
FCO,FCO,2010-04-27T00:00:00Z,Office Support Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1162640,4379.52,
FCO,FCO,2010-04-27T00:00:00Z,Estates Management Services,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1162640,2246.14,
FCO,FCO,2010-04-27T00:00:00Z,Rematching / Reinstatement,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1162640,9954.7,
FCO,FCO,2010-04-27T00:00:00Z,Contract Fees,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1162640,44359.81,
FCO,FCO,2010-04-27T00:00:00Z,Interim Helpdesk,DG CHANGE & DELIVERY,INTERSERVE FM LTD,Unknown,1162640,36621.03,
FCO,FCO,2010-04-27T00:00:00Z,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,Unknown,1162640,71926.46,
FCO,FCO,2010-04-27T00:00:00Z,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,INTERSERVE FM LTD,Unknown,1162640,0.01,
FCO,FCO,2010-04-14T00:00:00Z,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY ASSESSORS LIMITED,Active,1161847,41196.37,
FCO,FCO,2010-04-14T00:00:00Z,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY ASSESSORS LIMITED,Active,1161847,21.32,
FCO,FCO,2010-04-14T00:00:00Z,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY ASSESSORS LIMITED,Active,1161847,7209.36,
FCO,FCO,2010-04-20T00:00:00Z,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY ASSESSORS LIMITED,Active,1162202,37807.73,
FCO,FCO,2010-04-20T00:00:00Z,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY ASSESSORS LIMITED,Active,1162202,6616.35,
FCO,FCO,2010-04-20T00:00:00Z,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY ASSESSORS LIMITED,Active,1162202,-37807.73,
FCO,FCO,2010-04-20T00:00:00Z,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY ASSESSORS LIMITED,Active,1162202,-6616.35,
FCO,FCO,2010-04-20T00:00:00Z,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY ASSESSORS LIMITED,Active,1162202,37807.73,
FCO,FCO,2010-04-20T00:00:00Z,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY ASSESSORS LIMITED,Active,1162202,6616.35,
FCO,FCO,2010-04-20T00:00:00Z,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY ASSESSORS LIMITED,Active,1162202,-37807.73,
FCO,FCO,2010-04-20T00:00:00Z,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY ASSESSORS LIMITED,Active,1162202,-6616.35,
FCO,FCO,2010-04-20T00:00:00Z,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY ASSESSORS LIMITED,Active,1162202,37807.73,
FCO,FCO,2010-04-20T00:00:00Z,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY ASSESSORS LIMITED,Active,1162202,6616.35,
FCO,FCO,2010-04-20T00:00:00Z,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY ASSESSORS LIMITED,Active,1162202,-37807.73,
FCO,FCO,2010-04-20T00:00:00Z,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY ASSESSORS LIMITED,Active,1162202,-6616.35,
FCO,FCO,2010-04-20T00:00:00Z,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY ASSESSORS LIMITED,Active,1162202,37807.73,
FCO,FCO,2010-04-20T00:00:00Z,Electricity Non-Residential,DG CHANGE & DELIVERY,LONDON ENERGY ASSESSORS LIMITED,Unknown,1162202,6616.35,
FCO,FCO,2010-05-10T00:00:00Z,"Substantive overseas posting, staff travel",DG CHANGE & DELIVERY,SIMBA TRAVELCARE,Unknown,200000635,25894.11,
FCO,FCO,2010-05-05T00:00:00Z,Programme Spend (Oracle Projects Control Account),DG CENTRAL GROUP,MARSHALL AID COMMERATION COMMISSION,Unknown,1163213,300000.0,
FCO,FCO,2010-04-22T00:00:00Z,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,MONRO WHITE HILTON LIMITED,Unknown,1162423,20551.03,
FCO,FCO,2010-04-22T00:00:00Z,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,MONRO WHITE HILTON LIMITED,Unknown,1162423,4815.78,
FCO,FCO,2010-04-22T00:00:00Z,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,MONRO WHITE HILTON LIMITED,Unknown,1162423,-4815.78,
FCO,FCO,2010-04-22T00:00:00Z,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,MONRO WHITE HILTON LIMITED,Unknown,1162423,3994.0,
FCO,FCO,2010-04-22T00:00:00Z,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,MONRO WHITE HILTON LIMITED,Unknown,1162423,821.78,
FCO,FCO,2010-05-05T00:00:00Z,Wdhs/Wsds,DG CHANGE & DELIVERY,buying solutions,Unknown,4006754,95949.47,
FCO,FCO,2010-05-05T00:00:00Z,Wdhs/Wsds,DG CHANGE & DELIVERY,buying solutions,Unknown,4006754,16791.16,
FCO,FCO,2010-04-07T00:00:00Z,Construction Project more than ����10k,DG CHANGE & DELIVERY,OPUS MAGNUM,Unknown,1161243,7416.0,
FCO,FCO,2010-04-07T00:00:00Z,Construction Project more than ����10k,DG CHANGE & DELIVERY,OPUS MAGNUM,Unknown,1161243,1887.0,
FCO,FCO,2010-04-07T00:00:00Z,Construction Project more than ����10k,DG CHANGE & DELIVERY,OPUS MAGNUM,Unknown,1161243,20887.5,
FCO,FCO,2010-04-07T00:00:00Z,Construction Project more than ����10k,DG CHANGE & DELIVERY,OPUS MAGNUM,Unknown,1161243,9450.0,
FCO,FCO,2010-04-07T00:00:00Z,Construction Project more than ����10k,DG CHANGE & DELIVERY,OPUS MAGNUM,Unknown,1161243,1297.8,
FCO,FCO,2010-04-07T00:00:00Z,Construction Project more than ����10k,DG CHANGE & DELIVERY,OPUS MAGNUM,Unknown,1161243,330.23,
FCO,FCO,2010-04-07T00:00:00Z,Construction Project more than ����10k,DG CHANGE & DELIVERY,OPUS MAGNUM,Unknown,1161243,3655.31,
FCO,FCO,2010-04-07T00:00:00Z,Construction Project more than ����10k,DG CHANGE & DELIVERY,OPUS MAGNUM,Unknown,1161243,1653.75,
FCO,FCO,2010-04-07T00:00:00Z,Construction Project more than ����10k,DG CHANGE & DELIVERY,OPUS MAGNUM,Unknown,1161243,-0.01,
FCO,FCO,2010-04-08T00:00:00Z,Assets Under Construction (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,COGENT ELECTRICAL SERVICES LIMITED,Unknown,1161307,101617.71,
FCO,FCO,2010-04-20T00:00:00Z,"Purchase of Furniture, Fittings and Domestic Appliances",DG CHANGE & DELIVERY,S & R FURNISHING CONSULTANTS,Unknown,1162235,29473.0,
FCO,FCO,2010-04-20T00:00:00Z,"Purchase of Furniture, Fittings and Domestic Appliances",DG CHANGE & DELIVERY,S & R FURNISHING CONSULTANTS,Unknown,1162235,16443.0,
FCO,FCO,2010-04-19T00:00:00Z,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,NATIONAL INSTITUTE OF PUBLIC FINANCE AND POLICY,Unknown,18173,54952.14,
FCO,FCO,2010-04-27T00:00:00Z,Programme Spend (Oracle Projects Control Account),DG POLITICAL,GLOBAL PARTNERS & ASSOCIATES LIMITED,Unknown,1162625,74988.0,
FCO,FCO,2010-04-21T00:00:00Z,Programme Spend (Oracle Projects Control Account),DG POLITICAL,THE WESTMINSTER FOUNDATION FOR DEMOCRACY LIMITED,Unknown,1162339,310000.0,
FCO,FCO,2010-04-27T00:00:00Z,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,THE WESTMINSTER FOUNDATION FOR DEMOCRACY LIMITED,Unknown,5000628,67498.82,
FCO,FCO,2010-04-13T00:00:00Z,Programme Spend (Oracle Projects Control Account),DG EUROPE AND GLOBALISATION,RENAISSANCE FINANCE INTERNATIONAL (UK) LIMITED,Unknown,1161756,46777.0,
FCO,FCO,2010-05-05T00:00:00Z,Training Courses,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LIMITED,Unknown,1163231,35285.0,
FCO,FCO,2010-05-05T00:00:00Z,Training Courses,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LIMITED,Unknown,1163231,2142.0,
FCO,FCO,2010-05-05T00:00:00Z,Training Courses,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LIMITED,Unknown,1163231,310.2,
FCO,FCO,2010-05-05T00:00:00Z,Training Courses,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LIMITED,Unknown,1163231,165.0,
FCO,FCO,2010-05-05T00:00:00Z,Training Courses,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LIMITED,Unknown,1163231,1314.0,
FCO,FCO,2010-05-05T00:00:00Z,Training Courses,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LIMITED,Unknown,1163231,6174.88,
FCO,FCO,2010-05-05T00:00:00Z,Training Courses,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LIMITED,Unknown,1163231,374.85,
FCO,FCO,2010-05-05T00:00:00Z,Training Courses,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LIMITED,Unknown,1163231,54.29,
FCO,FCO,2010-05-05T00:00:00Z,Training Courses,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LIMITED,Unknown,1163231,28.88,
FCO,FCO,2010-05-05T00:00:00Z,Training Courses,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LIMITED,Unknown,1163231,229.95,
FCO,FCO,2010-05-07T00:00:00Z,Training Courses,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LIMITED,Unknown,1163431,28085.0,
FCO,FCO,2010-05-07T00:00:00Z,Training Courses,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LIMITED,Unknown,1163431,423.0,
FCO,FCO,2010-05-07T00:00:00Z,Training Courses,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LIMITED,Unknown,1163431,240.0,
FCO,FCO,2010-05-07T00:00:00Z,Training Courses,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LIMITED,Unknown,1163431,1511.1,
FCO,FCO,2010-05-07T00:00:00Z,Training Courses,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LIMITED,Unknown,1163431,4914.88,
FCO,FCO,2010-05-07T00:00:00Z,Training Courses,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LIMITED,Unknown,1163431,74.03,
FCO,FCO,2010-05-07T00:00:00Z,Training Courses,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LIMITED,Unknown,1163431,42.0,
FCO,FCO,2010-05-07T00:00:00Z,Training Courses,DG CHANGE & DELIVERY,THE TAYLOR CLARKE PARTNERSHIP LIMITED,Unknown,1163431,264.44,
FCO,FCO,2010-04-06T00:00:00Z,Consular Special Projects Fund,DG CHANGE & DELIVERY,NATIONAL POLICING IMPROVEMENT AGENCY (NPIA),Unknown,1161124,27381.0,
FCO,FCO,2010-04-01T00:00:00Z,Programme Spend (Oracle Projects Control Account),DG POLITICAL,COFFEY INTERNATIONAL DEVELOPMENT HOLDINGS LIMITED,Unknown,1160799,76584.9,
FCO,FCO,2010-04-28T00:00:00Z,Programme Spend (Oracle Projects Control Account),DG POLITICAL,COFFEY INTERNATIONAL DEVELOPMENT HOLDINGS LIMITED,Unknown,1162752,98911.1,
FCO,FCO,2010-04-23T00:00:00Z,Recharge Suspense Account (Oracle PA Control Account),NON CASH & UNALLOCATED COSTS,COFFEY INTERNATIONAL DEVELOPMENT HOLDINGS LIMITED,Unknown,2004521,37677.91,
FCO,FCO,2010-04-09T00:00:00Z,Programme Spend (Oracle Projects Control Account),DG POLITICAL,INTERNATIONAL PEACE COOPERATION CENTER,Unknown,600000269,19971.15,
FCO,FCO,2010-04-09T00:00:00Z,Programme Spend (Oracle Projects Control Account),DG POLITICAL,INTERNATIONAL PEACE COOPERATION CENTER,Unknown,600000269,7356.98,
FCO,FCO,2010-05-10T00:00:00Z,Programme Spend (Oracle Projects Control Account),DG POLITICAL,DESIGN IT SOLUTIONS LIMITED,Unknown,5089,62479.45,
FCO,FCO,2010-04-08T00:00:00Z,Estates Management Services,DG FINANCE,DTZ CONSULTING AND RESEARCH (EUROPE) LIMITED,Unknown,1161319,82802.2,
FCO,FCO,2010-04-08T00:00:00Z,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,DTZ CONSULTING AND RESEARCH (EUROPE) LIMITED,Unknown,1161319,14490.39,
FCO,FCO,2010-05-11T00:00:00Z,Estates Management Services,DG FINANCE,DTZ CONSULTING AND RESEARCH (EUROPE) LIMITED,Unknown,1163574,45869.64,
FCO,FCO,2010-05-11T00:00:00Z,VAT (Input) (Oracle Sub-Ledger Control Account),NON CASH & UNALLOCATED COSTS,DTZ CONSULTING AND RESEARCH (EUROPE) LIMITED,Unknown,1163574,8027.19,
